driverId,teamId,salary,wanted_reputation,startYear,endYear,active
936,12,25000,6,1895,1898,False
939,13,25000,6,1895,1896,False
940,15,25000,6,1895,1899,False
941,16,25000,6,1895,1897,False
945,17,25000,6,1895,1896,False
953,18,25000,6,1895,1899,False
954,19,25000,6,1895,1898,False
905,4,25000,1,1896,1900,False
899,1,25000,1,1896,1897,False
884,3,25000,1,1896,1897,False
902,4,25000,1,1896,1899,False
909,5,25000,1,1896,1899,False
969,6,25000,4,1896,1896,False
972,6,25000,4,1896,1896,False
974,7,25000,4,1896,1896,False
981,9,25000,4,1896,1899,False
982,6,25000,4,1896,1896,False
985,7,25000,4,1896,1900,False
986,8,25000,4,1896,1896,False
987,9,25000,4,1896,1897,False
988,10,25000,4,1896,1897,False
911,12,25000,6,1896,1896,False
912,13,25000,6,1896,1896,False
923,14,25000,6,1896,1897,False
927,18,25000,6,1896,1897,False
933,11,25000,6,1896,1896,False
935,12,25000,6,1896,1897,False
943,13,25000,6,1896,1900,False
951,14,25000,6,1896,1897,False
955,15,25000,6,1896,1899,False
956,0,25000,6,1896,1897,False
957,18,25000,6,1896,1900,False
911,1,25000,1,1896,1896,False
958,12,25000,6,1896,1896,False
872,3,25000,1,1897,1901,False
882,1,25000,1,1897,1897,False
911,3,25000,1,1897,1900,False
912,5,25000,1,1897,1898,False
973,6,25000,4,1897,1897,False
974,6,25000,4,1897,1897,False
976,8,25000,4,1897,1897,False
978,6,25000,4,1897,1898,False
982,7,25000,4,1897,1898,False
986,8,25000,4,1897,1900,False
989,6,25000,4,1897,1899,False
990,7,25000,4,1897,1898,False
991,8,25000,4,1897,1899,False
992,10,25000,4,1897,1901,False
915,13,25000,6,1897,1901,False
920,11,25000,6,1897,1897,False
933,13,25000,6,1897,1899,False
934,14,25000,6,1897,1899,False
939,19,25000,6,1897,1900,False
942,11,25000,6,1897,1897,False
945,12,25000,6,1897,1901,False
946,13,25000,6,1897,1897,False
948,14,25000,6,1897,1899,False
952,0,25000,6,1897,1900,False
958,16,25000,6,1897,1899,False
959,17,25000,6,1897,1898,False
960,18,25000,6,1897,1897,False
961,19,25000,6,1897,1900,False
913,1,25000,1,1897,1898,False
962,14,25000,6,1897,1898,False
963,0,25000,6,1897,1897,False
964,0,25000,6,1897,1897,False
965,18,25000,6,1897,1898,False
993,9,25000,4,1897,1898,False
966,18,25000,6,1897,1898,False
884,1,25000,1,1898,1902,False
983,2,25000,1,1898,1901,False
980,3,25000,1,1898,1899,False
892,1,25000,1,1898,1899,False
975,2,25000,1,1898,1898,False
882,3,25000,1,1898,1900,False
979,5,25000,1,1898,1902,False
987,10,25000,4,1898,1899,False
988,6,25000,4,1898,1898,False
994,8,25000,4,1898,1900,False
995,9,25000,4,1898,1899,False
996,10,25000,4,1898,1898,False
997,6,25000,4,1898,1901,False
998,8,25000,4,1898,1899,False
999,9,25000,4,1898,1901,False
1000,10,25000,4,1898,1902,False
875,11,25000,6,1898,1902,False
949,0,25000,6,1898,1901,False
976,11,25000,6,1898,1900,False
946,12,25000,6,1898,1901,False
974,0,25000,6,1898,1900,False
973,16,25000,6,1898,1899,False
942,11,25000,6,1898,1898,False
956,12,25000,6,1898,1901,False
963,13,25000,6,1898,1899,False
932,14,25000,6,1898,1898,False
925,0,25000,6,1898,1899,False
944,16,25000,6,1898,1900,False
935,13,25000,6,1898,1898,False
916,0,25000,6,1898,1899,False
920,11,25000,6,1898,1899,False
964,18,25000,6,1898,1898,False
1001,8,25000,4,1898,1898,False
967,11,25000,6,1898,1899,False
968,0,25000,6,1898,1899,False
969,17,25000,6,1898,1899,False
1002,8,25000,4,1898,1898,False
970,15,25000,6,1898,1899,False
971,18,25000,6,1898,1898,False
972,11,25000,6,1898,1899,False
1003,8,25000,4,1898,1899,False
1004,9,25000,4,1898,1898,False
903,2,25000,1,1899,1902,False
975,1,25000,1,1899,1903,False
898,2,25000,1,1899,1902,False
907,4,25000,1,1899,1900,False
985,5,25000,1,1899,1901,False
977,1,25000,1,1899,1901,False
878,2,25000,1,1899,1901,False
873,3,25000,1,1899,1899,False
871,4,25000,1,1899,1903,False
982,5,25000,1,1899,1900,False
990,7,25000,4,1899,1901,False
988,7,25000,4,1899,1900,False
1001,6,25000,4,1899,1900,False
996,7,25000,4,1899,1900,False
1002,8,25000,4,1899,1903,False
1004,6,25000,4,1899,1899,False
1005,7,25000,4,1899,1899,False
1006,8,25000,4,1899,1899,False
1007,9,25000,4,1899,1900,False
1008,10,25000,4,1899,1901,False
913,18,25000,6,1899,1903,False
962,18,25000,6,1899,1903,False
978,14,25000,6,1899,1900,False
954,17,25000,6,1899,1901,False
947,18,25000,6,1899,1903,False
966,19,25000,6,1899,1899,False
965,12,25000,6,1899,1900,False
928,13,25000,6,1899,1899,False
932,14,25000,6,1899,1901,False
936,15,25000,6,1899,1901,False
937,0,25000,6,1899,1901,False
931,16,25000,6,1899,1901,False
929,17,25000,6,1899,1901,False
964,18,25000,6,1899,1902,False
971,19,25000,6,1899,1902,False
1009,8,25000,4,1899,1900,False
1010,13,25000,6,1899,1900,False
1010,9,25000,4,1899,1899,False
1011,12,25000,6,1899,1900,False
1012,13,25000,6,1899,1899,False
1013,13,25000,6,1899,1900,False
1014,17,25000,6,1899,1900,False
1011,8,25000,4,1899,1899,False
1015,12,25000,6,1899,1900,False
1016,13,25000,6,1899,1900,False
1012,9,25000,4,1899,1899,False
1017,13,25000,6,1899,1900,False
1018,15,25000,6,1899,1900,False
980,3,25000,1,1900,1904,False
902,1,25000,1,1900,1901,False
892,3,25000,1,1900,1902,False
988,4,25000,1,1900,1903,False
990,5,25000,1,1900,1900,False
989,7,25000,4,1900,1900,False
987,6,25000,4,1900,1900,False
995,7,25000,4,1900,1902,False
1005,8,25000,4,1900,1902,False
1004,9,25000,4,1900,1901,False
1006,6,25000,4,1900,1900,False
1012,7,25000,4,1900,1901,False
1013,8,25000,4,1900,1904,False
1011,9,25000,4,1900,1903,False
1016,10,25000,4,1900,1901,False
966,11,25000,6,1900,1903,False
958,13,25000,6,1900,1901,False
973,11,25000,6,1900,1904,False
948,13,25000,6,1900,1903,False
972,14,25000,6,1900,1901,False
967,15,25000,6,1900,1903,False
955,0,25000,6,1900,1903,False
933,16,25000,6,1900,1900,False
969,17,25000,6,1900,1904,False
968,11,25000,6,1900,1904,False
934,13,25000,6,1900,1904,False
921,14,25000,6,1900,1900,False
925,15,25000,6,1900,1902,False
918,0,25000,6,1900,1903,False
940,16,25000,6,1900,1904,False
1019,17,25000,6,1900,1900,False
1020,19,25000,6,1900,1901,False
1021,19,25000,6,1900,1900,False
965,3,25000,1,1900,1901,False
1022,12,25000,6,1900,1901,False
1015,9,25000,4,1900,1901,False
1023,12,25000,6,1900,1900,False
1024,11,25000,6,1900,1901,False
10004,15,25000,6,1900,1901,False
1025,18,25000,6,1900,1900,False
1026,13,25000,6,1900,1900,False
982,4,25000,1,1901,1902,False
990,4,25000,1,1901,1905,False
905,5,25000,1,1901,1902,False
996,3,25000,1,1901,1901,False
999,4,25000,1,1901,1901,False
882,5,25000,1,1901,1901,False
989,6,25000,4,1901,1901,False
1001,6,25000,4,1901,1901,False
1007,7,25000,4,1901,1903,False
1009,9,25000,4,1901,1905,False
1006,6,25000,4,1901,1905,False
10004,7,25000,4,1901,1902,False
1020,8,25000,4,1901,1904,False
1014,9,25000,4,1901,1902,False
978,16,25000,6,1901,1903,False
987,16,25000,6,1901,1903,False
974,19,25000,6,1901,1903,False
944,13,25000,6,1901,1901,False
939,14,25000,6,1901,1901,False
933,15,25000,6,1901,1904,False
1017,16,25000,6,1901,1902,False
921,17,25000,6,1901,1905,False
1021,19,25000,6,1901,1902,False
1018,12,25000,6,1901,1903,False
1019,13,25000,6,1901,1905,False
1023,14,25000,6,1901,1902,False
1025,15,25000,6,1901,1902,False
1026,0,25000,6,1901,1905,False
1027,16,25000,6,1901,1904,False
1028,17,25000,6,1901,1903,False
1029,18,25000,6,1901,1902,False
1030,19,25000,6,1901,1902,False
1031,13,25000,6,1901,1901,False
1032,0,25000,6,1901,1901,False
1033,19,25000,6,1901,1901,False
1034,19,25000,6,1901,1901,False
1035,11,25000,6,1901,1902,False
1017,8,25000,4,1901,1902,False
983,1,25000,1,1902,1906,False
985,2,25000,1,1902,1904,False
999,3,25000,1,1902,1905,False
996,5,25000,1,1902,1906,False
977,1,25000,1,1902,1905,False
902,2,25000,1,1902,1906,False
1005,3,25000,1,1902,1904,False
965,4,25000,1,1902,1902,False
878,5,25000,1,1902,1905,False
1001,6,25000,4,1902,1904,False
997,10,25000,4,1902,1903,False
1022,6,25000,4,1902,1902,False
1012,10,25000,4,1902,1902,False
1018,6,25000,4,1902,1903,False
1008,7,25000,4,1902,1904,False
1016,8,25000,4,1902,1906,False
1015,9,25000,4,1902,1903,False
1031,10,25000,4,1902,1905,False
882,12,25000,6,1902,1905,False
958,12,25000,6,1902,1904,False
989,13,25000,6,1902,1904,False
992,14,25000,6,1902,1902,False
972,0,25000,6,1902,1906,False
944,19,25000,6,1902,1902,False
939,12,25000,6,1902,1906,False
937,13,25000,6,1902,1904,False
932,14,25000,6,1902,1905,False
1024,0,25000,6,1902,1906,False
929,19,25000,6,1902,1905,False
1033,11,25000,6,1902,1905,False
1032,12,25000,6,1902,1906,False
1034,13,25000,6,1902,1906,False
1036,14,25000,6,1902,1902,False
1037,15,25000,6,1902,1905,False
1038,0,25000,6,1902,1906,False
1039,16,25000,6,1902,1904,False
1023,8,25000,4,1902,1902,False
1025,8,25000,4,1902,1902,False
979,2,25000,1,1903,1906,False
982,4,25000,1,1903,1905,False
898,5,25000,1,1903,1907,False
903,1,25000,1,1903,1906,False
1001,2,25000,1,1903,1906,False
10004,3,25000,1,1903,1905,False
965,4,25000,1,1903,1905,False
905,5,25000,1,1903,1903,False
1022,8,25000,4,1903,1905,False
1017,6,25000,4,1903,1904,False
1012,7,25000,4,1903,1905,False
1026,8,25000,4,1903,1904,False
1034,10,25000,4,1903,1904,False
1000,6,25000,4,1903,1903,False
1025,7,25000,4,1903,1905,False
1014,8,25000,4,1903,1907,False
1038,9,25000,4,1903,1906,False
1023,10,25000,4,1903,1905,False
884,13,25000,6,1903,1904,False
995,14,25000,6,1903,1906,False
992,0,25000,6,1903,1903,False
944,19,25000,6,1903,1904,False
1035,13,25000,6,1903,1904,False
1036,14,25000,6,1903,1906,False
1040,15,25000,6,1903,1907,False
1041,0,25000,6,1903,1907,False
1042,16,25000,6,1903,1906,False
1043,17,25000,6,1903,1905,False
975,5,25000,1,1904,1907,False
988,1,25000,1,1904,1905,False
905,4,25000,1,1904,1908,False
1022,5,25000,1,1904,1905,False
1007,6,25000,4,1904,1905,False
1018,9,25000,4,1904,1906,False
1041,6,25000,4,1904,1905,False
1035,7,25000,4,1904,1908,False
1011,8,25000,4,1904,1904,False
1015,9,25000,4,1904,1904,False
1032,10,25000,4,1904,1908,False
992,16,25000,6,1904,1906,False
997,18,25000,6,1904,1906,False
1000,0,25000,6,1904,1905,False
947,16,25000,6,1904,1904,False
1044,18,25000,6,1904,1906,False
1045,19,25000,6,1904,1908,False
1046,11,25000,6,1904,1904,False
1047,13,25000,6,1904,1904,False
980,3,25000,1,1905,1907,False
985,2,25000,1,1905,1908,False
1005,3,25000,1,1905,1906,False
1011,8,25000,4,1905,1906,False
1026,6,25000,4,1905,1907,False
1017,7,25000,4,1905,1907,False
1034,8,25000,4,1905,1909,False
1008,9,25000,4,1905,1905,False
1015,10,25000,4,1905,1905,False
958,12,25000,6,1905,1908,False
884,13,25000,6,1905,1905,False
973,16,25000,6,1905,1906,False
947,11,25000,6,1905,1908,False
934,12,25000,6,1905,1908,False
969,13,25000,6,1905,1905,False
1047,0,25000,6,1905,1905,False
933,16,25000,6,1905,1908,False
944,17,25000,6,1905,1906,False
1046,19,25000,6,1905,1908,False
1048,11,25000,6,1905,1906,False
1049,12,25000,6,1905,1905,False
1050,13,25000,6,1905,1907,False
1051,14,25000,6,1905,1909,False
999,4,25000,1,1906,1907,False
10004,1,25000,1,1906,1910,False
990,3,25000,1,1906,1907,False
1022,4,25000,1,1906,1907,False
988,1,25000,1,1906,1908,False
982,3,25000,1,1906,1906,False
1016,4,25000,1,1906,1907,False
977,5,25000,1,1906,1908,False
1031,6,25000,4,1906,1906,False
1009,10,25000,4,1906,1906,False
1012,6,25000,4,1906,1906,False
1023,7,25000,4,1906,1907,False
1015,9,25000,4,1906,1907,False
1047,10,25000,4,1906,1906,False
1033,6,25000,4,1906,1907,False
1044,7,25000,4,1906,1910,False
1048,8,25000,4,1906,1907,False
1043,9,25000,4,1906,1907,False
1041,10,25000,4,1906,1907,False
965,11,25000,6,1906,1909,False
1007,0,25000,6,1906,1909,False
1000,18,25000,6,1906,1909,False
1006,19,25000,6,1906,1906,False
1008,11,25000,6,1906,1908,False
884,13,25000,6,1906,1906,False
1037,15,25000,6,1906,1910,False
1025,0,25000,6,1906,1907,False
1049,17,25000,6,1906,1908,False
1052,18,25000,6,1906,1906,False
1053,19,25000,6,1906,1908,False
1054,11,25000,6,1906,1906,False
1055,12,25000,6,1906,1907,False
965,5,25000,1,1906,1907,False
1005,2,25000,1,1907,1909,False
1001,3,25000,1,1907,1910,False
983,1,25000,1,1907,1908,False
996,2,25000,1,1907,1908,False
979,3,25000,1,1907,1911,False
1014,1,25000,1,1907,1911,False
982,2,25000,1,1907,1908,False
1034,3,25000,1,1907,1907,False
1007,5,25000,1,1907,1911,False
1031,8,25000,4,1907,1909,False
1018,6,25000,4,1907,1907,False
1052,8,25000,4,1907,1909,False
1050,9,25000,4,1907,1909,False
1047,10,25000,4,1907,1907,False
1025,6,25000,4,1907,1909,False
1037,8,25000,4,1907,1908,False
1038,9,25000,4,1907,1911,False
1036,10,25000,4,1907,1911,False
1009,13,25000,6,1907,1908,False
903,0,25000,6,1907,1910,False
1011,11,25000,6,1907,1910,False
995,13,25000,6,1907,1910,False
1012,14,25000,6,1907,1911,False
884,15,25000,6,1907,1909,False
1054,0,25000,6,1907,1909,False
10003,16,25000,6,1907,1910,False
1056,17,25000,6,1907,1909,False
1057,18,25000,6,1907,1908,False
1058,19,25000,6,1907,1907,False
1016,4,25000,1,1908,1908,False
975,3,25000,1,1908,1911,False
1022,4,25000,1,1908,1908,False
990,5,25000,1,1908,1912,False
965,3,25000,1,1908,1912,False
1034,4,25000,1,1908,1908,False
1032,5,25000,1,1908,1908,False
1041,6,25000,4,1908,1911,False
10003,10,25000,4,1908,1908,False
1017,6,25000,4,1908,1908,False
1026,7,25000,4,1908,1910,False
1023,9,25000,4,1908,1909,False
1047,10,25000,4,1908,1910,False
1018,6,25000,4,1908,1908,False
1033,7,25000,4,1908,1912,False
1048,8,25000,4,1908,1911,False
1043,9,25000,4,1908,1908,False
1040,10,25000,4,1908,1910,False
1015,15,25000,6,1908,1911,False
1055,12,25000,6,1908,1908,False
1059,15,25000,6,1908,1910,False
1060,0,25000,6,1908,1910,False
1061,16,25000,6,1908,1909,False
1062,19,25000,6,1908,1912,False
1051,9,25000,4,1908,1908,False
1041,3,25000,1,1908,1909,False
1053,6,25000,4,1908,1909,False
1049,9,25000,4,1908,1909,False
1022,4,25000,1,1909,1911,False
1016,2,25000,1,1909,1910,False
1032,4,25000,1,1909,1911,False
983,1,25000,1,1909,1913,False
1034,2,25000,1,1909,1911,False
988,4,25000,1,1909,1911,False
977,5,25000,1,1909,1909,False
996,1,25000,1,1909,1912,False
985,2,25000,1,1909,1911,False
982,3,25000,1,1909,1913,False
1031,4,25000,1,1909,1912,False
1036,5,25000,1,1909,1911,False
10003,6,25000,4,1909,1911,False
1035,8,25000,4,1909,1909,False
1037,10,25000,4,1909,1913,False
1060,6,25000,4,1909,1910,False
1051,7,25000,4,1909,1912,False
1056,8,25000,4,1909,1909,False
1057,9,25000,4,1909,1910,False
1059,10,25000,4,1909,1911,False
1017,12,25000,6,1909,1912,False
905,0,25000,6,1909,1910,False
1009,17,25000,6,1909,1911,False
1008,11,25000,6,1909,1913,False
1018,12,25000,6,1909,1910,False
958,13,25000,6,1909,1909,False
1055,14,25000,6,1909,1909,False
1063,15,25000,6,1909,1913,False
1064,0,25000,6,1909,1910,False
1065,16,25000,6,1909,1912,False
1066,17,25000,6,1909,1913,False
1062,9,25000,4,1909,1910,False
1005,3,25000,1,1910,1914,False
10003,3,25000,1,1910,1910,False
977,2,25000,1,1910,1910,False
1041,3,25000,1,1910,1911,False
1026,4,25000,1,1910,1912,False
1009,5,25000,1,1910,1914,False
1035,6,25000,4,1910,1912,False
1025,8,25000,4,1910,1910,False
1063,6,25000,4,1910,1913,False
1049,8,25000,4,1910,1911,False
1053,9,25000,4,1910,1912,False
1056,6,25000,4,1910,1910,False
1052,7,25000,4,1910,1912,False
1055,8,25000,4,1910,1910,False
1066,9,25000,4,1910,1910,False
1023,14,25000,6,1910,1912,False
1000,17,25000,6,1910,1913,False
958,18,25000,6,1910,1912,False
1067,19,25000,6,1910,1912,False
1068,13,25000,6,1910,1914,False
1069,14,25000,6,1910,1911,False
1070,15,25000,6,1910,1914,False
1065,8,25000,4,1910,1911,False
10004,2,25000,1,1911,1914,False
1001,3,25000,1,1911,1912,False
10003,1,25000,1,1911,1913,False
1016,2,25000,1,1911,1915,False
1035,3,25000,1,1911,1915,False
1044,6,25000,4,1911,1914,False
1040,9,25000,4,1911,1912,False
1056,6,25000,4,1911,1911,False
1047,9,25000,4,1911,1915,False
1067,10,25000,4,1911,1913,False
1057,6,25000,4,1911,1914,False
1069,7,25000,4,1911,1911,False
1055,8,25000,4,1911,1913,False
1060,9,25000,4,1911,1911,False
1062,10,25000,4,1911,1911,False
977,0,25000,6,1911,1911,False
905,16,25000,6,1911,1912,False
1018,19,25000,6,1911,1913,False
1011,11,25000,6,1911,1913,False
995,12,25000,6,1911,1915,False
1066,13,25000,6,1911,1911,False
741,14,25000,6,1911,1914,False
1071,0,25000,6,1911,1912,False
1072,16,25000,6,1911,1915,False
1073,17,25000,6,1911,1912,False
1044,2,25000,1,1911,1912,False
1066,6,25000,4,1911,1911,False
1070,8,25000,4,1911,1911,False
1022,4,25000,1,1912,1912,False
1007,5,25000,1,1912,1912,False
1041,1,25000,1,1912,1915,False
1032,2,25000,1,1912,1912,False
1034,3,25000,1,1912,1915,False
1014,4,25000,1,1912,1916,False
1033,5,25000,1,1912,1915,False
1036,8,25000,4,1912,1913,False
1056,8,25000,4,1912,1913,False
741,6,25000,4,1912,1912,False
1068,7,25000,4,1912,1912,False
1066,8,25000,4,1912,1915,False
1069,10,25000,4,1912,1913,False
1048,6,25000,4,1912,1912,False
1049,7,25000,4,1912,1913,False
1060,8,25000,4,1912,1912,False
1062,9,25000,4,1912,1914,False
1059,10,25000,4,1912,1916,False
977,13,25000,6,1912,1915,False
1015,15,25000,6,1912,1916,False
1070,13,25000,6,1912,1913,False
1065,14,25000,6,1912,1913,False
1074,15,25000,6,1912,1914,False
1075,0,25000,6,1912,1914,False
1076,18,25000,6,1912,1915,False
1077,19,25000,6,1912,1913,False
1022,4,25000,1,1913,1916,False
1001,2,25000,1,1913,1917,False
1031,4,25000,1,1913,1914,False
1007,5,25000,1,1913,1915,False
1032,1,25000,1,1913,1915,False
1026,2,25000,1,1913,1916,False
990,3,25000,1,1913,1917,False
1037,4,25000,1,1913,1915,False
1044,5,25000,1,1913,1916,False
741,7,25000,4,1913,1915,False
1040,6,25000,4,1913,1914,False
1052,7,25000,4,1913,1917,False
1068,9,25000,4,1913,1915,False
1051,6,25000,4,1913,1915,False
1060,7,25000,4,1913,1913,False
1077,8,25000,4,1913,1915,False
1053,9,25000,4,1913,1916,False
1048,10,25000,4,1913,1916,False
1023,13,25000,6,1913,1914,False
996,14,25000,6,1913,1916,False
958,19,25000,6,1913,1913,False
1073,12,25000,6,1913,1917,False
786,13,25000,6,1913,1917,False
791,14,25000,6,1913,1913,False
703,15,25000,6,1913,1915,False
1078,0,25000,6,1913,1913,False
1074,10,25000,4,1913,1914,False
10003,1,25000,1,1914,1917,False
741,1,25000,1,1914,1915,False
1063,7,25000,4,1914,1918,False
1049,7,25000,4,1914,1915,False
786,8,25000,4,1914,1915,False
1060,6,25000,4,1914,1914,False
1072,7,25000,4,1914,1916,False
1056,8,25000,4,1914,1917,False
1069,10,25000,4,1914,1918,False
1036,11,25000,6,1914,1915,False
983,16,25000,6,1914,1915,False
1008,17,25000,6,1914,1918,False
1011,19,25000,6,1914,1916,False
958,11,25000,6,1914,1918,False
1000,13,25000,6,1914,1918,False
1078,14,25000,6,1914,1917,False
791,15,25000,6,1914,1914,False
589,0,25000,6,1914,1916,False
750,16,25000,6,1914,1917,False
760,17,25000,6,1914,1917,False
1079,18,25000,6,1914,1914,False
10004,2,25000,1,1915,1917,False
1005,3,25000,1,1915,1915,False
1031,4,25000,1,1915,1919,False
1040,5,25000,1,1915,1918,False
1060,6,25000,4,1915,1915,False
1057,6,25000,4,1915,1916,False
703,6,25000,4,1915,1915,False
589,9,25000,4,1915,1919,False
1062,10,25000,4,1915,1919,False
1009,15,25000,6,1915,1917,False
1023,0,25000,6,1915,1916,False
1074,13,25000,6,1915,1919,False
791,14,25000,6,1915,1915,False
1075,15,25000,6,1915,1919,False
1079,0,25000,6,1915,1915,False
717,17,25000,6,1915,1916,False
749,18,25000,6,1915,1917,False
1080,19,25000,6,1915,1919,False
1081,11,25000,6,1915,1919,False
1009,1,25000,1,1915,1915,False
1036,3,25000,1,1915,1915,False
1034,3,25000,1,1916,1917,False
1005,1,25000,1,1916,1916,False
1035,3,25000,1,1916,1916,False
1016,1,25000,1,1916,1920,False
1041,3,25000,1,1916,1920,False
786,5,25000,1,1916,1919,False
741,1,25000,1,1916,1920,False
1007,2,25000,1,1916,1920,False
703,3,25000,1,1916,1920,False
1037,4,25000,1,1916,1919,False
1036,5,25000,1,1916,1919,False
750,6,25000,4,1916,1920,False
1060,8,25000,4,1916,1917,False
1068,6,25000,4,1916,1916,False
1081,8,25000,4,1916,1918,False
1049,9,25000,4,1916,1916,False
1051,6,25000,4,1916,1916,False
760,7,25000,4,1916,1919,False
1073,8,25000,4,1916,1918,False
1066,9,25000,4,1916,1918,False
1033,11,25000,6,1916,1920,False
1009,12,25000,6,1916,1919,False
1047,16,25000,6,1916,1920,False
983,11,25000,6,1916,1920,False
995,12,25000,6,1916,1916,False
791,14,25000,6,1916,1920,False
1077,15,25000,6,1916,1917,False
1076,0,25000,6,1916,1916,False
1079,16,25000,6,1916,1920,False
10000,17,25000,6,1916,1917,False
1082,18,25000,6,1916,1919,False
1083,11,25000,6,1916,1916,False
1084,12,25000,6,1916,1917,False
1005,4,25000,1,1917,1919,False
1035,4,25000,1,1917,1920,False
1022,1,25000,1,1917,1919,False
1044,2,25000,1,1917,1919,False
589,3,25000,1,1917,1918,False
1026,4,25000,1,1917,1918,False
1014,5,25000,1,1917,1921,False
1053,6,25000,4,1917,1917,False
10000,9,25000,4,1917,1921,False
1068,6,25000,4,1917,1918,False
1057,9,25000,4,1917,1917,False
1059,10,25000,4,1917,1918,False
1072,6,25000,4,1917,1921,False
1074,7,25000,4,1917,1921,False
1076,9,25000,4,1917,1919,False
791,10,25000,4,1917,1919,False
1051,14,25000,6,1917,1921,False
1049,0,25000,6,1917,1920,False
1023,17,25000,6,1917,1919,False
1048,13,25000,6,1917,1921,False
995,14,25000,6,1917,1918,False
1011,0,25000,6,1917,1920,False
996,17,25000,6,1917,1920,False
717,19,25000,6,1917,1919,False
1083,11,25000,6,1917,1920,False
755,12,25000,6,1917,1919,False
1085,13,25000,6,1917,1921,False
1086,14,25000,6,1917,1920,False
1087,15,25000,6,1917,1920,False
10003,1,25000,1,1918,1922,False
10004,2,25000,1,1918,1919,False
1001,1,25000,1,1918,1921,False
750,2,25000,1,1918,1918,False
1033,3,25000,1,1918,1921,False
791,4,25000,1,1918,1920,False
1057,6,25000,4,1918,1918,False
1083,8,25000,4,1918,1919,False
755,6,25000,4,1918,1919,False
1060,7,25000,4,1918,1918,False
749,8,25000,4,1918,1922,False
1056,9,25000,4,1918,1918,False
717,10,25000,4,1918,1920,False
1053,11,25000,6,1918,1918,False
1052,12,25000,6,1918,1920,False
1084,18,25000,6,1918,1920,False
1077,19,25000,6,1918,1922,False
697,11,25000,6,1918,1920,False
709,12,25000,6,1918,1921,False
782,15,25000,6,1918,1919,False
1088,0,25000,6,1918,1921,False
589,4,25000,1,1919,1919,False
