raceId,driverId,teamId,carId,position,season,seriesId,round,engine,chassi,pneu
2,882,3,18,7,1895,1,0,1,0,4
2,907,5,19,8,1895,1,0,1,1,4
2,889,5,7,9,1895,1,0,1,1,4
2,899,5,11,10,1895,1,0,1,1,4
2,894,2,9,11,1895,1,0,1,1,4
2,872,3,2,12,1895,1,0,1,0,4
2,875,5,4,13,1895,1,0,1,1,4
2,892,1,8,14,1895,1,0,0,1,4
2,902,1,12,15,1895,1,0,0,1,4
2,870,1,0,16,1895,1,0,0,1,4
2,904,3,14,17,1895,1,0,1,0,4
2,878,1,17,18,1895,1,0,0,1,4
2,880,2,5,19,1895,1,0,1,1,4
2,897,3,16,20,1895,1,0,1,0,4
3,898,4,10,1,1895,1,0,1,1,4
3,905,4,15,2,1895,1,0,1,1,4
3,889,5,7,3,1895,1,0,1,1,4
3,903,2,13,4,1895,1,0,1,1,4
3,907,5,19,5,1895,1,0,1,1,4
3,899,5,11,6,1895,1,0,1,1,4
3,894,2,9,7,1895,1,0,1,1,4
3,873,4,3,8,1895,1,0,1,1,4
3,904,3,14,9,1895,1,0,1,0,4
3,875,5,4,10,1895,1,0,1,1,4
3,884,4,6,11,1895,1,0,1,1,4
3,880,2,5,12,1895,1,0,1,1,4
3,871,2,1,13,1895,1,0,1,1,4
3,882,3,18,14,1895,1,0,1,0,4
3,870,1,0,15,1895,1,0,0,1,4
3,902,1,12,16,1895,1,0,0,1,4
3,872,3,2,17,1895,1,0,1,0,4
3,892,1,8,18,1895,1,0,0,1,4
3,878,1,17,19,1895,1,0,0,1,4
3,897,3,16,20,1895,1,0,1,0,4
4,902,4,18,1,1896,1,0,0,1,4
4,899,1,16,2,1896,1,0,0,1,4
4,905,4,15,3,1896,1,0,0,1,4
4,884,3,17,4,1896,1,0,1,0,4
4,892,1,7,5,1896,1,0,0,1,4
4,894,2,8,6,1896,1,0,1,1,4
4,909,5,19,7,1896,1,0,0,1,4
4,878,1,12,8,1896,1,0,0,1,4
4,880,2,5,9,1896,1,0,1,1,4
4,872,3,2,10,1896,1,0,1,0,4
4,889,5,6,11,1896,1,0,0,1,4
4,897,3,11,12,1896,1,0,1,0,4
4,903,2,10,13,1896,1,0,1,1,4
4,907,5,14,14,1896,1,0,0,1,4
4,871,2,1,15,1896,1,0,1,1,4
4,882,3,13,16,1896,1,0,1,0,4
4,898,4,9,17,1896,1,0,0,1,4
4,873,4,3,18,1896,1,0,0,1,4
4,875,5,4,19,1896,1,0,0,1,4
4,870,1,0,20,1896,1,0,0,1,4
5,872,3,2,1,1896,1,0,1,0,4
5,903,2,10,2,1896,1,0,1,1,4
5,894,2,8,3,1896,1,0,1,1,4
5,889,5,6,4,1896,1,0,0,1,4
5,897,3,11,5,1896,1,0,1,0,4
5,884,3,17,6,1896,1,0,1,0,4
5,899,1,16,7,1896,1,0,0,1,4
5,871,2,1,8,1896,1,0,1,1,4
5,902,4,18,9,1896,1,0,0,1,4
5,907,5,14,10,1896,1,0,0,1,4
5,905,4,15,11,1896,1,0,0,1,4
5,909,5,19,12,1896,1,0,0,1,4
5,873,4,3,13,1896,1,0,0,1,4
5,880,2,5,14,1896,1,0,1,1,4
5,892,1,7,15,1896,1,0,0,1,4
5,882,3,13,16,1896,1,0,1,0,4
5,878,1,12,17,1896,1,0,0,1,4
5,875,5,4,18,1896,1,0,0,1,4
5,870,1,0,19,1896,1,0,0,1,4
5,898,4,9,20,1896,1,0,0,1,4
6,903,2,10,1,1896,1,0,1,1,4
6,889,5,6,2,1896,1,0,0,1,4
6,884,3,17,3,1896,1,0,1,0,4
6,907,5,14,4,1896,1,0,0,1,4
6,872,3,2,5,1896,1,0,1,0,4
6,894,2,8,6,1896,1,0,1,1,4
6,909,5,19,7,1896,1,0,0,1,4
6,882,3,13,8,1896,1,0,1,0,4
6,898,4,9,9,1896,1,0,0,1,4
6,897,3,11,10,1896,1,0,1,0,4
6,902,4,18,11,1896,1,0,0,1,4
6,880,2,5,12,1896,1,0,1,1,4
6,870,1,0,13,1896,1,0,0,1,4
6,905,4,15,14,1896,1,0,0,1,4
6,871,2,1,15,1896,1,0,1,1,4
6,878,1,12,16,1896,1,0,0,1,4
6,875,5,4,17,1896,1,0,0,1,4
6,873,4,3,18,1896,1,0,0,1,4
6,892,1,7,999,1896,1,0,0,1,4
6,899,1,16,998,1896,1,0,0,1,4
7,872,3,2,1,1896,1,0,1,0,4
7,897,3,11,2,1896,1,0,1,0,4
7,909,5,18,3,1896,1,0,0,1,4
7,894,2,8,4,1896,1,0,1,1,4
7,907,5,14,5,1896,1,0,0,1,4
7,884,3,16,6,1896,1,0,1,0,4
7,878,1,12,7,1896,1,0,0,1,4
7,903,2,10,8,1896,1,0,1,1,4
7,889,5,6,9,1896,1,0,0,1,4
7,911,1,19,10,1896,1,0,0,1,4
7,871,2,1,11,1896,1,0,1,1,4
7,875,5,4,12,1896,1,0,0,1,4
7,902,4,17,13,1896,1,0,0,1,4
7,882,3,13,14,1896,1,0,1,0,4
7,873,4,3,15,1896,1,0,0,1,4
7,898,4,9,16,1896,1,0,0,1,4
7,892,1,7,17,1896,1,0,0,1,4
7,870,1,0,18,1896,1,0,0,1,4
7,880,2,5,19,1896,1,0,1,1,4
7,905,4,15,999,1896,1,0,0,1,4
8,872,3,2,1,1896,1,0,1,0,4
8,894,2,8,2,1896,1,0,1,1,4
8,909,5,18,3,1896,1,0,0,1,4
8,889,5,6,4,1896,1,0,0,1,4
8,902,4,17,5,1896,1,0,0,1,4
8,905,4,15,6,1896,1,0,0,1,4
8,903,2,10,7,1896,1,0,1,1,4
8,907,5,14,8,1896,1,0,0,1,4
8,898,4,9,9,1896,1,0,0,1,4
8,897,3,11,10,1896,1,0,1,0,4
8,870,1,0,11,1896,1,0,0,1,4
8,873,4,3,12,1896,1,0,0,1,4
8,884,3,16,13,1896,1,0,1,0,4
8,892,1,7,14,1896,1,0,0,1,4
8,878,1,12,15,1896,1,0,0,1,4
8,882,3,13,16,1896,1,0,1,0,4
8,875,5,4,17,1896,1,0,0,1,4
8,871,2,1,18,1896,1,0,1,1,4
8,880,2,5,19,1896,1,0,1,1,4
8,911,1,19,999,1896,1,0,0,1,4
9,872,3,16,1,1897,1,1,1,0,4
9,894,2,6,2,1897,1,1,1,1,4
9,905,4,12,3,1897,1,1,0,0,4
9,911,3,18,4,1897,1,1,1,0,4
9,902,4,14,5,1897,1,1,0,0,4
9,912,5,19,6,1897,1,1,0,1,4
9,903,2,8,7,1897,1,1,1,1,4
9,907,5,11,8,1897,1,1,0,1,4
9,884,3,13,9,1897,1,1,1,0,4
9,878,1,10,10,1897,1,1,0,1,4
9,897,3,9,11,1897,1,1,1,0,4
9,873,4,2,12,1897,1,1,0,0,4
9,892,1,5,13,1897,1,1,0,1,4
9,909,5,15,14,1897,1,1,0,1,4
9,880,2,4,15,1897,1,1,1,1,4
9,870,1,0,16,1897,1,1,0,1,4
9,882,1,17,17,1897,1,1,0,1,4
9,871,2,1,18,1897,1,1,1,1,4
9,875,5,3,19,1897,1,1,0,1,4
9,898,4,7,999,1897,1,1,0,0,4
10,982,7,14,1,1897,5,1,0,0,5
10,980,10,2,2,1897,5,1,1,2,5
10,975,10,0,3,1897,5,1,1,2,5
10,983,8,4,4,1897,5,1,1,2,5
10,985,7,7,5,1897,5,1,0,0,5
10,981,9,6,6,1897,5,1,1,2,5
10,979,9,3,7,1897,5,1,1,2,5
10,976,8,12,8,1897,5,1,1,2,5
10,984,9,5,9,1897,5,1,1,2,5
10,988,10,9,10,1897,5,1,1,2,5
10,986,8,15,11,1897,5,1,1,2,5
10,977,7,1,12,1897,5,1,0,0,5
10,978,6,13,13,1897,5,1,1,0,5
10,987,9,8,14,1897,5,1,1,2,5
10,990,7,17,15,1897,5,1,0,0,5
10,973,6,10,16,1897,5,1,1,0,5
10,991,8,18,17,1897,5,1,1,2,5
10,974,6,11,18,1897,5,1,1,0,5
10,989,6,16,19,1897,5,1,1,0,5
10,992,10,19,20,1897,5,1,1,2,5
11,959,17,37,1,1897,6,1,1,0,4
11,947,15,9,2,1897,6,1,1,3,5
11,960,18,38,3,1897,6,1,1,3,4
11,954,19,18,4,1897,6,1,1,3,5
11,957,18,25,5,1897,6,1,1,3,4
11,953,18,17,6,1897,6,1,1,3,4
11,946,13,33,7,1897,6,1,1,2,5
11,961,19,39,8,1897,6,1,1,3,5
11,949,16,10,9,1897,6,1,1,0,5
11,942,11,31,10,1897,6,1,1,0,5
11,956,0,24,11,1897,6,1,1,3,4
11,958,16,36,12,1897,6,1,1,0,5
11,948,14,34,13,1897,6,1,1,2,5
11,955,15,23,14,1897,6,1,1,3,5
11,951,14,22,15,1897,6,1,1,2,5
11,945,12,32,16,1897,6,1,1,2,4
11,952,0,35,17,1897,6,1,1,3,4
11,934,14,29,18,1897,6,1,1,2,5
11,950,17,11,19,1897,6,1,1,0,4
11,943,13,21,20,1897,6,1,1,2,5
11,940,15,16,21,1897,6,1,1,3,5
11,936,12,15,22,1897,6,1,1,2,4
11,939,19,30,23,1897,6,1,1,3,5
11,933,13,28,24,1897,6,1,1,2,5
11,944,12,8,25,1897,6,1,1,2,4
11,929,17,4,26,1897,6,1,1,0,4
11,937,0,7,27,1897,6,1,1,3,4
11,932,11,6,28,1897,6,1,1,0,5
11,935,12,20,29,1897,6,1,1,2,4
11,931,19,5,30,1897,6,1,1,3,5
11,926,15,2,31,1897,6,1,1,3,5
11,925,14,1,32,1897,6,1,1,2,5
11,927,18,19,33,1897,6,1,1,3,4
11,921,11,14,34,1897,6,1,1,0,5
11,928,16,3,35,1897,6,1,1,0,5
11,920,11,27,36,1897,6,1,1,0,5
11,915,13,26,37,1897,6,1,1,2,5
11,918,17,13,38,1897,6,1,1,0,4
11,913,0,0,39,1897,6,1,1,3,4
11,916,16,12,40,1897,6,1,1,0,5
12,872,3,16,1,1897,1,2,1,0,4
12,902,4,14,2,1897,1,2,0,0,4
12,894,2,6,3,1897,1,2,1,1,4
12,898,4,7,4,1897,1,2,0,0,4
12,911,3,18,5,1897,1,2,1,0,4
12,903,2,8,6,1897,1,2,1,1,4
12,912,5,19,7,1897,1,2,0,1,4
12,884,3,13,8,1897,1,2,1,0,4
12,905,4,12,9,1897,1,2,0,0,4
12,892,1,5,10,1897,1,2,0,1,4
12,907,5,11,11,1897,1,2,0,1,4
12,909,5,15,12,1897,1,2,0,1,4
12,871,2,1,13,1897,1,2,1,1,4
12,897,3,9,14,1897,1,2,1,0,4
12,878,1,10,15,1897,1,2,0,1,4
12,880,2,4,16,1897,1,2,1,1,4
12,873,4,2,17,1897,1,2,0,0,4
12,875,5,3,18,1897,1,2,0,1,4
12,882,1,17,19,1897,1,2,0,1,4
12,870,1,0,999,1897,1,2,0,1,4
13,981,9,6,1,1897,5,2,1,2,5
13,975,10,0,2,1897,5,2,1,2,5
13,979,9,3,3,1897,5,2,1,2,5
13,980,10,2,4,1897,5,2,1,2,5
13,984,9,5,5,1897,5,2,1,2,5
13,985,7,7,6,1897,5,2,0,0,5
13,983,8,4,7,1897,5,2,1,2,5
13,988,10,9,8,1897,5,2,1,2,5
13,987,9,8,9,1897,5,2,1,2,5
13,976,8,12,10,1897,5,2,1,2,5
13,973,6,10,11,1897,5,2,1,0,5
13,982,7,14,12,1897,5,2,0,0,5
13,978,6,13,13,1897,5,2,1,0,5
13,974,6,11,14,1897,5,2,1,0,5
13,977,7,1,15,1897,5,2,0,0,5
13,986,8,15,16,1897,5,2,1,2,5
13,989,6,16,17,1897,5,2,1,0,5
13,992,10,19,18,1897,5,2,1,2,5
13,991,8,18,19,1897,5,2,1,2,5
13,990,7,17,20,1897,5,2,0,0,5
14,958,16,36,1,1897,6,2,1,0,5
14,955,15,23,2,1897,6,2,1,3,5
14,959,17,37,3,1897,6,2,1,0,4
14,954,19,18,4,1897,6,2,1,3,5
14,957,18,25,5,1897,6,2,1,3,4
14,949,16,10,6,1897,6,2,1,0,5
14,961,19,39,7,1897,6,2,1,3,5
14,953,18,17,8,1897,6,2,1,3,4
14,945,12,32,9,1897,6,2,1,2,4
14,948,14,34,10,1897,6,2,1,2,5
14,956,0,24,11,1897,6,2,1,3,4
14,951,14,22,12,1897,6,2,1,2,5
14,946,13,33,13,1897,6,2,1,2,5
14,947,15,9,14,1897,6,2,1,3,5
14,952,0,35,15,1897,6,2,1,3,4
14,936,12,15,16,1897,6,2,1,2,4
14,950,17,11,17,1897,6,2,1,0,4
14,925,14,1,18,1897,6,2,1,2,5
14,943,13,21,19,1897,6,2,1,2,5
14,934,14,29,20,1897,6,2,1,2,5
14,942,11,31,21,1897,6,2,1,0,5
14,937,0,7,22,1897,6,2,1,3,4
14,940,15,16,23,1897,6,2,1,3,5
14,944,12,8,24,1897,6,2,1,2,4
14,935,12,20,25,1897,6,2,1,2,4
14,932,11,6,26,1897,6,2,1,0,5
14,920,11,27,27,1897,6,2,1,0,5
14,933,13,28,28,1897,6,2,1,2,5
14,926,15,2,29,1897,6,2,1,3,5
14,928,16,3,30,1897,6,2,1,0,5
14,929,17,4,31,1897,6,2,1,0,4
14,921,11,14,32,1897,6,2,1,0,5
14,927,18,19,33,1897,6,2,1,3,4
14,939,19,30,34,1897,6,2,1,3,5
14,913,0,0,35,1897,6,2,1,3,4
14,915,13,26,36,1897,6,2,1,2,5
14,931,19,5,37,1897,6,2,1,3,5
14,918,17,13,38,1897,6,2,1,0,4
14,916,16,12,39,1897,6,2,1,0,5
14,960,18,38,999,1897,6,2,1,3,4
15,903,2,8,1,1897,1,3,1,1,4
15,911,3,18,2,1897,1,3,1,0,4
15,907,5,11,3,1897,1,3,0,1,4
15,872,3,16,4,1897,1,3,1,0,4
15,902,4,14,5,1897,1,3,0,0,4
15,898,4,7,6,1897,1,3,0,0,4
15,905,4,12,7,1897,1,3,0,0,4
15,909,5,15,8,1897,1,3,0,1,4
15,878,1,10,9,1897,1,3,0,1,4
15,884,3,13,10,1897,1,3,1,0,4
15,912,5,19,11,1897,1,3,0,1,4
15,871,2,1,12,1897,1,3,1,1,4
15,892,1,5,13,1897,1,3,0,1,4
15,897,3,9,14,1897,1,3,1,0,4
15,880,2,4,15,1897,1,3,1,1,4
15,873,4,2,16,1897,1,3,0,0,4
15,882,1,17,17,1897,1,3,0,1,4
15,875,5,3,18,1897,1,3,0,1,4
15,870,1,0,19,1897,1,3,0,1,4
15,894,2,6,20,1897,1,3,1,1,4
16,983,8,4,1,1897,5,3,1,2,5
16,977,7,1,2,1897,5,3,0,0,5
16,975,10,0,3,1897,5,3,1,2,5
16,984,9,5,4,1897,5,3,1,2,5
16,982,7,14,5,1897,5,3,0,0,5
16,979,9,3,6,1897,5,3,1,2,5
16,974,6,11,7,1897,5,3,1,0,5
16,981,9,6,8,1897,5,3,1,2,5
16,978,6,13,9,1897,5,3,1,0,5
16,973,6,10,10,1897,5,3,1,0,5
16,976,8,12,11,1897,5,3,1,2,5
16,988,10,9,12,1897,5,3,1,2,5
16,986,8,15,13,1897,5,3,1,2,5
16,985,7,7,14,1897,5,3,0,0,5
16,980,10,2,15,1897,5,3,1,2,5
16,991,8,18,16,1897,5,3,1,2,5
16,987,9,8,17,1897,5,3,1,2,5
16,989,6,16,18,1897,5,3,1,0,5
16,992,10,19,19,1897,5,3,1,2,5
16,990,7,17,20,1897,5,3,0,0,5
17,961,19,39,1,1897,6,3,1,3,5
17,948,14,34,2,1897,6,3,1,2,5
17,959,17,37,3,1897,6,3,1,0,4
17,954,19,18,4,1897,6,3,1,3,5
17,949,16,10,5,1897,6,3,1,0,5
17,942,11,31,6,1897,6,3,1,0,5
17,946,13,33,7,1897,6,3,1,2,5
17,933,13,28,8,1897,6,3,1,2,5
17,943,13,21,9,1897,6,3,1,2,5
17,947,15,9,10,1897,6,3,1,3,5
17,951,14,22,11,1897,6,3,1,2,5
17,955,15,23,12,1897,6,3,1,3,5
17,932,11,6,13,1897,6,3,1,0,5
17,925,14,1,14,1897,6,3,1,2,5
17,928,16,3,15,1897,6,3,1,0,5
17,940,15,16,16,1897,6,3,1,3,5
17,957,18,25,17,1897,6,3,1,3,4
17,950,17,11,18,1897,6,3,1,0,4
17,953,18,17,19,1897,6,3,1,3,4
17,945,12,32,20,1897,6,3,1,2,4
17,920,11,27,21,1897,6,3,1,0,5
17,956,0,24,22,1897,6,3,1,3,4
17,935,12,20,23,1897,6,3,1,2,4
17,960,18,38,24,1897,6,3,1,3,4
17,934,14,29,25,1897,6,3,1,2,5
17,916,16,12,26,1897,6,3,1,0,5
17,939,19,30,27,1897,6,3,1,3,5
17,952,0,35,28,1897,6,3,1,3,4
17,915,13,26,29,1897,6,3,1,2,5
17,936,12,15,30,1897,6,3,1,2,4
17,931,19,5,31,1897,6,3,1,3,5
17,929,17,4,32,1897,6,3,1,0,4
17,927,18,19,33,1897,6,3,1,3,4
17,937,0,7,34,1897,6,3,1,3,4
17,926,15,2,35,1897,6,3,1,3,5
17,913,0,0,36,1897,6,3,1,3,4
17,918,17,13,37,1897,6,3,1,0,4
17,958,16,36,999,1897,6,3,1,0,5
17,921,11,14,999,1897,6,3,1,0,5
17,944,12,8,999,1897,6,3,1,2,4
18,911,3,18,1,1897,1,4,1,0,4
18,898,4,7,2,1897,1,4,0,0,4
18,872,3,16,3,1897,1,4,1,0,4
18,902,4,14,4,1897,1,4,0,0,4
18,894,2,6,5,1897,1,4,1,1,4
18,903,2,8,6,1897,1,4,1,1,4
18,909,5,15,7,1897,1,4,0,1,4
18,907,5,11,8,1897,1,4,0,1,4
18,897,3,9,9,1897,1,4,1,0,4
18,912,5,19,10,1897,1,4,0,1,4
18,878,1,10,11,1897,1,4,0,1,4
18,873,4,2,12,1897,1,4,0,0,4
18,884,3,13,13,1897,1,4,1,0,4
18,871,2,1,14,1897,1,4,1,1,4
18,892,1,5,15,1897,1,4,0,1,4
18,882,1,17,16,1897,1,4,0,1,4
18,880,2,4,17,1897,1,4,1,1,4
18,870,1,0,18,1897,1,4,0,1,4
18,875,5,3,19,1897,1,4,0,1,4
18,905,4,12,999,1897,1,4,0,0,4
19,980,10,2,1,1897,5,4,1,2,5
19,984,9,5,2,1897,5,4,1,2,5
19,983,8,4,3,1897,5,4,1,2,5
19,978,6,13,4,1897,5,4,1,0,5
19,982,7,14,5,1897,5,4,0,0,5
19,976,8,12,6,1897,5,4,1,2,5
19,977,7,1,7,1897,5,4,0,0,5
19,981,9,6,8,1897,5,4,1,2,5
19,979,9,3,9,1897,5,4,1,2,5
19,988,10,9,10,1897,5,4,1,2,5
19,974,6,11,11,1897,5,4,1,0,5
19,992,10,19,12,1897,5,4,1,2,5
19,991,8,18,13,1897,5,4,1,2,5
19,973,6,10,14,1897,5,4,1,0,5
19,985,7,7,15,1897,5,4,0,0,5
19,987,9,8,16,1897,5,4,1,2,5
19,975,10,0,17,1897,5,4,1,2,5
19,989,6,16,18,1897,5,4,1,0,5
19,986,8,15,19,1897,5,4,1,2,5
19,990,7,17,20,1897,5,4,0,0,5
20,957,18,25,1,1897,6,4,1,3,4
20,960,18,38,2,1897,6,4,1,3,4
20,958,16,36,3,1897,6,4,1,0,5
20,954,19,18,4,1897,6,4,1,3,5
20,961,19,39,5,1897,6,4,1,3,5
20,951,14,22,6,1897,6,4,1,2,5
20,956,0,24,7,1897,6,4,1,3,4
20,949,16,10,8,1897,6,4,1,0,5
20,959,17,37,9,1897,6,4,1,0,4
20,955,15,23,10,1897,6,4,1,3,5
20,947,15,9,11,1897,6,4,1,3,5
20,950,17,11,12,1897,6,4,1,0,4
20,953,18,17,13,1897,6,4,1,3,4
20,946,13,33,14,1897,6,4,1,2,5
20,948,14,34,15,1897,6,4,1,2,5
20,952,0,35,16,1897,6,4,1,3,4
20,943,13,21,17,1897,6,4,1,2,5
20,942,11,31,18,1897,6,4,1,0,5
20,944,12,8,19,1897,6,4,1,2,4
20,934,14,29,20,1897,6,4,1,2,5
20,925,14,1,21,1897,6,4,1,2,5
20,945,12,32,22,1897,6,4,1,2,4
20,936,12,15,23,1897,6,4,1,2,4
20,940,15,16,24,1897,6,4,1,3,5
20,939,19,30,25,1897,6,4,1,3,5
20,929,17,4,26,1897,6,4,1,0,4
20,926,15,2,27,1897,6,4,1,3,5
20,935,12,20,28,1897,6,4,1,2,4
20,932,11,6,29,1897,6,4,1,0,5
20,928,16,3,30,1897,6,4,1,0,5
20,916,16,12,31,1897,6,4,1,0,5
20,931,19,5,32,1897,6,4,1,3,5
20,933,13,28,33,1897,6,4,1,2,5
20,913,0,0,34,1897,6,4,1,3,4
20,927,18,19,35,1897,6,4,1,3,4
20,921,11,14,36,1897,6,4,1,0,5
20,915,13,26,37,1897,6,4,1,2,5
20,920,11,27,38,1897,6,4,1,0,5
20,918,17,13,39,1897,6,4,1,0,4
20,937,0,7,999,1897,6,4,1,3,4
21,902,4,14,1,1897,1,5,0,0,4
21,898,4,7,2,1897,1,5,0,0,4
21,903,2,8,3,1897,1,5,1,1,4
21,897,3,9,4,1897,1,5,1,0,4
21,872,3,16,5,1897,1,5,1,0,4
21,884,3,13,6,1897,1,5,1,0,4
21,905,4,12,7,1897,1,5,0,0,4
21,911,3,18,8,1897,1,5,1,0,4
21,892,1,5,9,1897,1,5,0,1,4
21,912,5,19,10,1897,1,5,0,1,4
21,909,5,15,11,1897,1,5,0,1,4
21,878,1,10,12,1897,1,5,0,1,4
21,894,2,6,13,1897,1,5,1,1,4
21,871,2,1,14,1897,1,5,1,1,4
21,873,4,2,15,1897,1,5,0,0,4
21,880,2,4,16,1897,1,5,1,1,4
21,907,5,11,17,1897,1,5,0,1,4
21,882,1,17,18,1897,1,5,0,1,4
21,875,5,3,19,1897,1,5,0,1,4
21,870,1,0,998,1897,1,5,0,1,4
22,983,8,4,1,1897,5,5,1,2,5
22,984,9,5,2,1897,5,5,1,2,5
22,979,9,3,3,1897,5,5,1,2,5
22,985,7,7,4,1897,5,5,0,0,5
22,980,10,2,5,1897,5,5,1,2,5
22,974,6,11,6,1897,5,5,1,0,5
22,975,10,0,7,1897,5,5,1,2,5
22,976,8,12,8,1897,5,5,1,2,5
22,981,9,6,9,1897,5,5,1,2,5
22,982,7,14,10,1897,5,5,0,0,5
22,977,7,1,11,1897,5,5,0,0,5
22,973,6,10,12,1897,5,5,1,0,5
22,989,6,16,13,1897,5,5,1,0,5
22,988,10,9,14,1897,5,5,1,2,5
22,987,9,8,15,1897,5,5,1,2,5
22,991,8,18,16,1897,5,5,1,2,5
22,978,6,13,17,1897,5,5,1,0,5
22,986,8,15,18,1897,5,5,1,2,5
22,992,10,19,19,1897,5,5,1,2,5
22,990,7,17,20,1897,5,5,0,0,5
23,958,16,36,1,1897,6,5,1,0,5
23,948,14,34,2,1897,6,5,1,2,5
23,946,13,33,3,1897,6,5,1,2,5
23,959,17,37,4,1897,6,5,1,0,4
23,955,15,23,5,1897,6,5,1,3,5
23,949,16,10,6,1897,6,5,1,0,5
23,961,19,39,7,1897,6,5,1,3,5
23,943,13,21,8,1897,6,5,1,2,5
23,950,17,11,9,1897,6,5,1,0,4
23,933,13,28,10,1897,6,5,1,2,5
23,960,18,38,11,1897,6,5,1,3,4
23,942,11,31,12,1897,6,5,1,0,5
23,925,14,1,13,1897,6,5,1,2,5
23,947,15,9,14,1897,6,5,1,3,5
23,934,14,29,15,1897,6,5,1,2,5
23,931,19,5,16,1897,6,5,1,3,5
23,932,11,6,17,1897,6,5,1,0,5
23,953,18,17,18,1897,6,5,1,3,4
23,957,18,25,19,1897,6,5,1,3,4
23,956,0,24,20,1897,6,5,1,3,4
23,945,12,32,21,1897,6,5,1,2,4
23,929,17,4,22,1897,6,5,1,0,4
23,939,19,30,23,1897,6,5,1,3,5
23,928,16,3,24,1897,6,5,1,0,5
23,952,0,35,25,1897,6,5,1,3,4
23,944,12,8,26,1897,6,5,1,2,4
23,913,0,0,27,1897,6,5,1,3,4
23,940,15,16,28,1897,6,5,1,3,5
23,921,11,14,29,1897,6,5,1,0,5
23,937,0,7,30,1897,6,5,1,3,4
23,936,12,15,31,1897,6,5,1,2,4
23,918,17,13,32,1897,6,5,1,0,4
23,926,15,2,33,1897,6,5,1,3,5
23,916,16,12,34,1897,6,5,1,0,5
23,927,18,19,35,1897,6,5,1,3,4
23,915,13,26,36,1897,6,5,1,2,5
23,954,19,18,999,1897,6,5,1,3,5
23,920,11,27,999,1897,6,5,1,0,5
23,935,12,20,999,1897,6,5,1,2,4
23,951,14,22,998,1897,6,5,1,2,5
24,884,3,12,1,1897,1,6,1,0,4
24,894,2,5,2,1897,1,6,1,1,4
24,911,3,17,3,1897,1,6,1,0,4
24,905,4,11,4,1897,1,6,0,0,4
24,902,4,13,5,1897,1,6,0,0,4
24,872,3,15,6,1897,1,6,1,0,4
24,912,5,18,7,1897,1,6,0,1,4
24,903,2,7,8,1897,1,6,1,1,4
24,898,4,6,9,1897,1,6,0,0,4
24,909,5,14,10,1897,1,6,0,1,4
24,913,1,19,11,1897,1,6,0,1,4
24,907,5,10,12,1897,1,6,0,1,4
24,878,1,9,13,1897,1,6,0,1,4
24,880,2,3,14,1897,1,6,1,1,4
24,892,1,4,15,1897,1,6,0,1,4
24,897,3,8,16,1897,1,6,1,0,4
24,873,4,1,17,1897,1,6,0,0,4
24,882,1,16,18,1897,1,6,0,1,4
24,875,5,2,19,1897,1,6,0,1,4
24,871,2,0,20,1897,1,6,1,1,4
25,980,10,2,1,1897,5,6,1,2,5
25,979,9,3,2,1897,5,6,1,2,5
25,978,6,13,3,1897,5,6,1,0,5
25,983,8,4,4,1897,5,6,1,2,5
25,975,10,0,5,1897,5,6,1,2,5
