driverId,forename,surname,year,dob,nationality,alive,ability,ability_original,ability_best,reputation_race,reputation_season,retire
10003,Tazio,Nuvolari,1892,1892-11-16,Italian,True,31,61,77,63,0,46
578,Mike,Hawthorn,1929,1929-04-10,British,True,73,61,84,1168,0,38
358,Jochen,Rindt,1942,1942-04-18,Austrian,True,30,61,85,63,0,49
177,Keke,Rosberg,1948,1948-12-06,Finnish,True,72,61,84,1024,0,38
207,Mario,Andretti,1940,1940-02-28,American,True,82,61,85,3096,0,33
403,Phil,Hill,1927,1927-04-20,American,True,32,61,85,47,0,56
231,James,Hunt,1947,1947-08-29,British,True,58,61,85,653,0,41
10001,Hermann,Müller,1909,1909-11-21,German,True,46,60,88,402,0,44
10002,Bernd,Rosemeyer,1909,1909-10-14,German,True,30,60,90,41,0,57
10004,Ferdinando,Minoia,1884,1884-06-02,Italian,True,29,60,88,47,0,57
475,Stirling,Moss,1929,1929-09-17,British,False,60,60,60,0,0,55
22,Rubens,Barrichello,1972,1972-05-23,Brazilian,True,80,60,87,2356,0,36
822,Valtteri,Bottas,1989,1989-08-28,Finnish,True,82,60,88,4011,0,45
10005,Manfred,Brauchitsch,1905,1905-08-15,German,True,34,60,89,51,0,53
238,Ronnie,Peterson,1944,1944-02-14,Swedish,True,58,60,84,639,0,41
235,Jacky,Ickx,1945,1945-01-01,Belgian,True,82,60,82,1929,0,30
14,David,Coulthard,1971,1971-03-27,British,True,61,59,87,698,0,41
199,Carlos,Reutemann,1942,1942-04-12,Argentine,True,74,59,81,1106,0,35
360,Bruce,McLaren,1937,1937-08-30,New Zealander,False,59,59,59,0,0,42
119,Riccardo,Patrese,1954,1954-04-17,Italian,True,74,59,81,1108,0,36
815,Sergio,Pérez,1990,1990-01-26,Mexican,True,80,59,84,3438,0,47
13,Felipe,Massa,1981,1981-04-25,Brazilian,True,53,59,83,809,0,46
223,Clay,Regazzoni,1939,1939-09-05,Swiss,True,70,59,82,817,0,37
479,Tony,Brooks,1932,1932-02-25,British,True,28,59,84,41,0,56
498,José Froilán,González,1922,1922-10-05,Argentine,True,66,59,83,799,0,40
49,Heinz-Harald,Frentzen,1967,1967-05-18,German,True,46,59,86,656,0,44
105,Michele,Alboreto,1956,1956-12-23,Italian,True,31,58,83,2,0,59
844,Charles,Leclerc,1997,1997-10-16,Monegasque,True,77,58,77,2448,0,38
56,Eddie,Irvine,1965,1965-11-10,British,True,29,58,85,21,0,59
202,Didier,Pironi,1952,1952-03-26,French,True,76,58,80,1130,0,34
203,Gilles,Villeneuve,1950,1950-01-18,Canadian,True,28,58,81,106,0,46
476,Wolfgang,von Trips,1928,1928-05-04,German,True,68,58,81,924,0,38
17,Mark,Webber,1976,1976-08-27,Australian,False,58,58,58,0,0,56
77,Gerhard,Berger,1959,1959-08-27,Austrian,True,29,58,85,37,0,50
31,Juan,Pablo Montoya,1975,1975-09-20,Colombian,True,35,58,84,205,0,47
817,Daniel,Ricciardo,1989,1989-07-01,Australian,False,58,58,58,0,0,43
327,François,Cevert,1944,1944-02-25,French,False,58,58,58,0,0,36
386,Richie,Ginther,1930,1930-08-05,American,False,57,57,57,0,0,53
173,Elio,de Angelis,1958,1958-03-26,Italian,True,83,57,83,2480,0,30
581,Peter,Collins,1931,1931-11-06,British,True,29,57,76,41,0,56
608,Eugenio,Castellotti,1930,1930-10-10,Italian,True,35,57,77,53,0,52
187,John,Watson,1946,1946-05-04,British,True,63,57,73,557,0,33
163,René,Arnoux,1948,1948-07-04,French,True,63,57,76,1080,0,35
641,Piero,Taruffi,1906,1906-10-12,Italian,True,62,57,76,863,0,37
577,Luigi,Musso,1924,1924-07-28,Italian,True,29,57,81,74,0,48
786,Luigi,Fagioli,1898,1898-06-09,Italian,True,59,57,82,738,0,41
172,Jacques,Laffite,1943,1943-11-21,French,False,57,57,57,0,0,50
23,Ralf,Schumacher,1975,1975-06-30,German,True,33,57,83,83,0,48
55,Jean,Alesi,1964,1964-06-11,French,False,57,57,57,0,0,45
364,Dan,Gurney,1931,1931-04-13,American,False,56,56,56,0,0,43
427,Maurice,Trintignant,1917,1917-10-30,French,False,56,56,56,0,0,56
21,Giancarlo,Fisichella,1973,1973-01-14,Italian,True,55,56,82,595,0,42
123,Thierry,Boutsen,1957,1957-07-13,Belgian,True,60,56,79,672,0,40
221,Patrick,Depailler,1944,1944-08-09,French,False,56,56,56,0,0,51
9,Robert,Kubica,1984,1984-12-07,Polish,True,66,56,83,1409,0,49
385,Lorenzo,Bandini,1935,1935-12-21,Italian,False,56,56,56,0,0,53
404,Innes,Ireland,1930,1930-06-12,British,True,31,56,71,39,0,58
175,Patrick,Tambay,1949,1949-06-25,French,True,34,56,75,51,0,48
554,Jean,Behra,1921,1921-02-16,French,True,28,56,80,40,0,55
65,Johnny,Herbert,1964,1964-06-25,British,False,56,56,56,0,0,52
847,George,Russell,1998,1998-02-15,British,True,78,56,78,2185,0,54
627,Louis,Rosier,1905,1905-11-05,French,True,34,56,77,50,0,59
456,Roy,Salvadori,1922,1922-05-12,British,False,55,55,55,0,0,51
723,Rudi,Fischer,1912,1912-04-19,Swiss,True,33,55,80,41,0,56
832,Carlos,Sainz,1994,1994-09-01,Spanish,True,81,55,81,4110,0,52
633,Luigi,Villoresi,1909,1909-05-16,Italian,False,55,55,55,0,0,47
309,Peter,Revson,1939,1939-02-27,American,True,67,55,74,852,0,33
140,Stefan,Johansson,1956,1956-09-08,Swedish,False,55,55,55,0,0,49
2,Nick,Heidfeld,1977,1977-05-10,German,True,69,55,78,758,0,36
346,Jo,Siffert,1936,1936-07-07,Swiss,False,55,55,55,0,0,35
278,Chris,Amon,1943,1943-07-20,New Zealander,True,32,55,73,41,0,49
306,Jean-Pierre,Beltoise,1937,1937-04-26,French,True,33,55,72,42,0,48
648,Karl,Kling,1910,1910-09-16,German,True,47,55,81,650,0,43
846,Lando,Norris,1999,1999-11-13,British,False,55,55,55,0,0,41
345,Pedro,Rodríguez,1940,1940-01-18,Mexican,False,55,55,55,0,0,34
84,Martin,Brundle,1959,1959-06-01,British,False,55,55,55,0,0,48
15,Jarno,Trulli,1974,1974-07-13,Italian,True,32,54,76,45,0,52
501,Harry,Schell,1921,1921-06-29,American,False,54,54,54,0,0,59
200,Jochen,Mass,1946,1946-09-30,German,False,54,54,54,0,0,50
145,Alessandro,Nannini,1959,1959-07-07,Italian,True,34,54,71,56,0,52
418,Masten,Gregory,1932,1932-02-29,American,True,55,54,74,415,0,39
250,Carlos,Pace,1944,1944-10-06,Brazilian,True,60,54,69,463,0,31
626,Robert,Manzon,1917,1917-04-12,French,True,34,54,74,51,0,46
632,Paul,Frère,1917,1917-01-30,Belgian,False,54,54,54,0,0,52
482,Olivier,Gendebien,1924,1924-01-12,Belgian,False,54,54,54,0,0,39
669,Prince,Bira,1914,1914-07-15,Thai,True,67,54,78,2503,0,38
478,Hans,Herrmann,1928,1928-02-23,German,True,62,54,75,513,0,36
5,Heikki,Kovalainen,1981,1981-10-19,Finnish,True,36,54,71,125,0,41
118,Derek,Warwick,1954,1954-08-27,British,True,32,54,72,2,0,59
154,Romain,Grosjean,1986,1986-04-17,French,True,71,54,72,1018,0,30
848,Alexander,Albon,1996,1996-03-23,Thai,True,76,54,76,1580,0,33
408,Tony,Maggs,1937,1937-02-09,South African,True,35,53,69,57,0,52
697,Felice,Bonetto,1903,1903-06-09,Italian,True,33,53,81,39,0,53
807,Nico,Hülkenberg,1987,1987-08-19,German,True,49,53,66,402,0,58
842,Pierre,Gasly,1996,1996-02-07,French,True,66,53,67,917,0,53
643,Roberto,Mieres,1924,1924-12-03,Argentine,True,40,53,76,118,0,43
158,Eddie,Cheever,1958,1958-01-10,American,False,53,53,53,0,0,59
122,Ivan,Capelli,1963,1963-05-24,Italian,True,77,53,80,1382,0,33
640,Toulo,de Graffenried,1914,1914-05-18,Swiss,True,68,53,75,692,0,33
826,Daniil,Kvyat,1994,1994-04-26,Russian,True,72,53,73,1708,0,46
526,Troy,Ruttman,1930,1930-03-11,American,True,48,53,69,178,0,34
580,Paco,Godia,1921,1921-03-21,Spanish,False,53,53,53,0,0,43
687,Peter,Whitehead,1914,1914-11-12,British,True,30,53,76,46,0,48
839,Esteban,Ocon,1996,1996-09-17,French,True,71,53,71,1158,0,48
44,Olivier,Panis,1966,1966-09-02,French,True,73,53,80,1178,0,35
110,Andrea,de Cesaris,1959,1959-05-31,Italian,True,31,53,69,38,0,48
686,Reg,Parnell,1911,1911-07-02,British,False,53,53,53,0,0,49
374,Mike,Spence,1936,1936-12-30,British,False,52,52,52,0,0,52
255,Gunnar,Nilsson,1948,1948-11-20,Swedish,False,52,52,52,0,0,32
25,Alexander,Wurz,1974,1974-02-15,Austrian,True,34,52,67,68,0,43
305,Mike,Hailwood,1940,1940-04-02,British,False,52,52,52,0,0,47
219,Jean-Pierre,Jabouille,1942,1942-10-01,French,False,52,52,52,0,0,38
589,Louis,Chiron,1899,1899-08-03,Monegasque,True,56,52,81,669,0,41
11,Takuma,Sato,1977,1977-01-28,Japanese,True,70,52,73,732,0,32
131,Stefano,Modena,1963,1963-05-12,Italian,False,52,52,52,0,0,50
387,Mike,Parkes,1931,1931-09-24,British,False,52,52,52,0,0,58
361,Piers,Courage,1942,1942-05-27,British,False,52,52,52,0,0,40
486,Jack,Fairman,1913,1913-03-15,British,True,59,52,78,1025,0,40
670,Onofre,Marimón,1923,1923-12-19,Argentine,True,66,52,71,824,0,32
825,Kevin,Magnussen,1992,1992-10-05,Danish,True,74,52,76,2144,0,36
16,Adrian,Sutil,1983,1983-01-11,German,False,52,52,52,0,0,58
394,Giancarlo,Baghetti,1934,1934-12-25,Italian,True,62,52,70,488,0,33
170,Teo,Fabi,1955,1955-03-09,Italian,True,30,52,72,53,0,46
397,Peter,Arundell,1933,1933-11-08,British,False,52,52,52,0,0,38
320,Peter,Gethin,1940,1940-02-21,British,True,54,51,66,412,0,35
857,Oscar,Piastri,2001,2001-04-06,Australian,True,68,51,68,857,0,46
87,Mark,Blundell,1966,1966-04-08,British,True,35,51,66,107,0,41
10,Timo,Glock,1982,1982-03-18,German,True,33,51,70,162,0,49
840,Lance,Stroll,1998,1998-10-29,Canadian,True,66,51,67,1125,0,53
63,Mika,Salo,1966,1966-11-30,Finnish,True,48,51,68,394,0,38
50,Jos,Verstappen,1972,1972-03-04,Dutch,True,35,51,70,159,0,41
252,Tom,Pryce,1949,1949-06-11,British,True,33,51,68,43,0,47
808,Vitaly,Petrov,1984,1984-09-08,Russian,False,51,51,51,0,0,49
449,Rodger,Ward,1921,1921-01-10,American,False,51,51,51,0,0,37
375,Ludovico,Scarfiotti,1933,1933-10-18,Italian,False,51,51,51,0,0,33
212,Hector,Rebaque,1956,1956-02-05,Mexican,True,32,51,66,24,0,50
763,Consalvo,Sanesi,1911,1911-03-28,Italian,True,35,51,74,69,0,48
802,Dorino,Serafini,1909,1909-07-22,Italian,True,31,51,70,43,0,45
233,Hans-Joachim,Stuck,1951,1951-01-01,German,True,38,51,68,119,0,40
704,Yves,Cabantous,1904,1904-10-08,French,True,65,51,77,855,0,35
156,Jonathan,Palmer,1956,1956-11-07,British,False,51,51,51,0,0,41
94,Pierluigi,Martini,1961,1961-04-23,Italian,True,33,51,76,43,0,51
37,Pedro,de la Rosa,1971,1971-02-24,Spanish,True,51,50,65,537,0,34
230,Vittorio,Brambilla,1937,1937-11-11,Italian,True,35,50,65,66,0,55
383,Bob,Anderson,1931,1931-05-19,British,True,45,50,63,113,0,33
541,Ron,Flockhart,1923,1923-06-16,British,True,33,50,66,40,0,56
663,Ken,Wharton,1916,1916-03-21,British,True,66,50,73,1215,0,36
243,Rolf,Stommelen,1943,1943-07-11,German,True,35,50,64,84,0,56
100,Érik,Comas,1963,1963-09-28,French,False,50,50,50,0,0,33
340,John,Love,1924,1924-12-07,Rhodesian,False,50,50,50,0,0,51
121,Michael,Andretti,1962,1962-10-05,American,True,32,50,74,0,0,58
695,Oscar,Gálvez,1913,1913-08-17,Argentine,False,50,50,50,0,0,35
155,Kamui,Kobayashi,1986,1986-09-13,Japanese,True,51,50,66,355,0,36
91,Karl,Wendlinger,1968,1968-12-20,Austrian,False,50,50,50,0,0,56
814,Paul,di Resta,1986,1986-04-16,British,True,35,50,59,106,0,43
206,Derek,Daly,1953,1953-03-11,Irish,True,34,50,65,49,0,45
109,Jyrki,Järvilehto,1966,1966-01-31,Finnish,True,35,50,64,74,0,49
477,Cliff,Allison,1932,1932-02-08,British,True,33,50,65,52,0,43
138,Satoru,Nakajima,1953,1953-02-23,Japanese,False,50,50,50,0,0,38
317,Reine,Wisell,1941,1941-09-30,Swedish,False,50,50,50,0,0,32
606,Alfonso,de Portago,1928,1928-10-11,Spanish,True,52,50,65,167,0,34
88,Aguri,Suzuki,1960,1960-09-08,Japanese,True,37,49,65,110,0,38
232,Arturo,Merzario,1943,1943-03-11,Italian,True,46,49,62,132,0,33
12,Nelson,Piquet Jr.,1985,1985-07-25,Brazilian,True,35,49,65,137,0,53
423,Gerhard,Mitter,1935,1935-08-30,German,False,49,49,49,0,0,59
742,Dennis,Poore,1916,1916-08-19,British,True,34,49,68,604,0,43
793,Raymond,Sommer,1906,1906-08-31,French,True,33,49,74,53,0,45
607,Cesare,Perdisa,1932,1932-10-21,Italian,False,49,49,49,0,0,47
496,Carlos,Menditeguy,1914,1914-08-10,Argentine,True,64,49,66,499,0,30
176,Marc,Surer,1951,1951-09-18,Swiss,False,49,49,49,0,0,36
818,Jean-Éric,Vergne,1990,1990-04-25,French,True,67,49,72,1133,0,44
307,Howden,Ganley,1941,1941-12-24,New Zealander,True,35,49,64,73,0,56
127,Maurício,Gugelmin,1963,1963-04-20,Brazilian,False,49,49,49,0,0,31
43,Cristiano,da Matta,1973,1973-09-19,Brazilian,True,48,49,66,247,0,36
831,Felipe,Nasr,1992,1992-08-21,Brazilian,True,66,49,70,985,0,58
103,Éric,Bernard,1964,1964-08-24,French,True,31,49,66,40,0,56
92,Bertrand,Gachot,1962,1962-12-23,Belgian,True,31,49,65,132,0,40
644,Sergio,Mantovani,1929,1929-05-22,Italian,True,32,49,62,40,0,47
440,Jim,Hall,1935,1935-07-23,American,True,31,49,65,41,0,54
689,Alan,Brown,1919,1919-11-20,British,True,69,49,71,697,0,31
174,Johnny,Dumfries,1958,1958-04-26,British,False,49,49,49,0,0,33
332,George,Follmer,1934,1934-01-27,American,True,33,48,60,57,0,37
64,Pedro,Diniz,1970,1970-05-22,Brazilian,False,48,48,48,0,0,59
852,Yuki,Tsunoda,2000,2000-05-11,Japanese,True,64,48,65,713,0,35
166,Philippe,Streiff,1955,1955-06-26,French,False,48,48,48,0,0,51
813,Pastor,Maldonado,1985,1985-03-09,Venezuelan,True,33,48,57,58,0,49
104,Christian,Fittipaldi,1971,1971-01-18,Brazilian,False,48,48,48,0,0,34
435,Willy,Mairesse,1928,1928-10-01,Belgian,False,48,48,48,0,0,52
430,Carel Godin,de Beaufort,1934,1934-04-10,Dutch,False,48,48,48,0,0,47
350,Vic,Elford,1935,1935-06-10,British,True,33,48,61,43,0,53
78,Nicola,Larini,1964,1964-03-19,Italian,False,48,48,48,0,0,33
41,Ricardo,Zonta,1976,1976-03-23,Brazilian,True,35,48,64,83,0,56
153,Jaime,Alguersuari,1990,1990-03-23,Spanish,True,51,48,64,455,0,54
81,Gianni,Morbidelli,1968,1968-01-13,Italian,True,34,48,62,64,0,58
741,Philippe,Étancelin,1896,1896-12-28,French,False,48,48,48,0,0,58
396,Bob,Bondurant,1933,1933-04-27,American,False,48,48,48,0,0,42
67,Sébastien,Buemi,1988,1988-10-31,Swiss,False,48,48,48,0,0,59
32,Christian,Klien,1983,1983-02-07,Austrian,True,60,48,65,648,0,32
333,Andrea,de Adamich,1941,1941-10-03,Italian,True,34,48,62,64,0,37
24,Vitantonio,Liuzzi,1980,1980-08-06,Italian,True,32,48,67,52,0,51
152,Bruno,Giacomelli,1952,1952-09-10,Italian,False,48,48,48,0,0,47
42,Antônio,Pizzonia,1980,1980-09-11,Brazilian,False,48,48,48,0,0,43
838,Stoffel,Vandoorne,1992,1992-03-26,Belgian,True,46,47,58,256,0,33
429,André,Pilette,1918,1918-10-06,Belgian,False,47,47,47,0,0,41
811,Bruno,Senna,1983,1983-10-15,Brazilian,True,33,47,62,66,0,53
854,Mick,Schumacher,1999,1999-03-22,German,True,63,47,63,945,0,49
821,Esteban,Gutiérrez,1991,1991-08-05,Mexican,True,57,47,63,646,0,39
609,André,Simon,1920,1920-01-05,French,True,32,47,60,26,0,51
33,Tiago,Monteiro,1976,1976-07-24,Portuguese,True,33,47,61,51,0,59
774,Eugène,Chaboud,1907,1907-04-12,French,False,47,47,47,0,0,49
351,Silvio,Moser,1941,1941-04-24,Swiss,True,51,47,60,156,0,30
184,Mauro,Baldi,1954,1954-01-31,Italian,True,34,47,60,62,0,37
185,Stefan,Bellof,1957,1957-11-20,German,True,34,47,59,62,0,40
96,Jean-Christophe,Boullion,1969,1969-12-27,French,True,56,47,64,696,0,33
841,Antonio,Giovinazzi,1993,1993-12-14,Italian,False,47,47,47,0,0,52
112,Philippe,Alliot,1954,1954-07-27,French,True,34,47,60,57,0,56
48,Marc,Gené,1974,1974-03-29,Spanish,True,33,47,59,46,0,56
828,Marcus,Ericsson,1990,1990-09-02,Swedish,True,52,47,62,482,0,52
835,Jolyon,Palmer,1991,1991-01-20,British,True,52,47,62,458,0,39
7,Sébastien,Bourdais,1979,1979-02-28,French,False,47,47,47,0,0,46
824,Jules,Bianchi,1989,1989-08-03,French,True,50,47,62,259,0,31
849,Nicholas,Latifi,1995,1995-06-29,Canadian,False,47,47,47,0,0,47
76,Jan,Magnussen,1973,1973-07-04,Danish,False,47,47,47,0,0,36
624,Hernando,da Silva Ramos,1925,1925-12-07,Brazilian,True,37,47,65,89,0,40
193,Danny,Sullivan,1950,1950-03-09,American,True,32,46,61,45,0,56
743,Eric,Thompson,1919,1919-11-04,British,True,33,46,61,9,0,52
855,Guanyu,Zhou,1999,1999-05-30,Chinese,False,46,46,46,0,0,49
836,Pascal,Wehrlein,1994,1994-10-18,German,True,58,46,61,759,0,31
83,Pedro,Lamy,1972,1972-03-20,Portuguese,True,33,46,57,0,0,52
73,Ricardo,Rosset,1968,1968-07-27,Brazilian,False,46,46,46,0,0,39
157,Christian,Danner,1958,1958-04-04,German,True,35,46,56,69,0,48
114,Yannick,Dalmas,1961,1961-07-28,French,True,33,46,62,45,0,53
566,Carroll,Shelby,1923,1923-01-11,American,True,47,46,61,173,0,35
139,Emanuele,Pirro,1962,1962-01-12,Italian,False,46,46,46,0,0,50
39,Narain,Karthikeyan,1977,1977-01-14,Indian,True,35,46,61,110,0,57
547,Horace,Gould,1918,1918-09-20,British,False,46,46,46,0,0,33
543,Giulio,Cabianca,1923,1923-02-19,Italian,True,35,46,59,57,0,47
433,Walt,Hansgen,1919,1919-10-28,American,False,46,46,46,0,0,45
736,Roger,Laurent,1913,1913-02-21,Belgian,False,46,46,46,0,0,45
660,Johnny,Claes,1916,1916-08-11,Belgian,True,33,46,61,52,0,41
27,Christijan,Albers,1979,1979-04-16,Dutch,True,35,46,60,129,0,38
843,Brendon,Hartley,1989,1989-11-10,New Zealander,True,48,46,60,185,0,31
160,Piercarlo,Ghinzani,1952,1952-01-16,Italian,False,46,46,46,0,0,45
353,Pete,Lovely,1926,1926-04-11,American,True,51,46,64,171,0,36
410,Neville,Lederle,1938,1938-09-25,South African,False,46,46,46,0,0,54
52,Ralph,Firman,1975,1975-05-20,Irish,False,46,46,46,0,0,37
66,Allan,McNish,1969,1969-12-29,British,True,38,46,58,111,0,34
74,Esteban,Tuero,1978,1978-04-22,Argentine,True,43,45,65,187,0,40
833,Roberto,Merhi,1991,1991-03-22,Spanish,True,40,45,58,212,0,40
26,Scott,Speed,1983,1983-01-24,American,True,32,45,59,45,0,41
68,Toranosuke,Takagi,1974,1974-02-12,Japanese,True,35,45,56,0,0,49
54,Luciano,Burti,1975,1975-03-05,Brazilian,True,35,45,56,70,0,47
47,Zsolt,Baumgartner,1981,1981-01-01,Hungarian,True,45,45,54,111,0,30
62,Alex,Yoong,1976,1976-07-20,Malaysian,True,35,45,56,68,0,46
680,Jacques,Swaters,1926,1926-10-30,American,False,45,45,45,0,0,43
399,John,Taylor,1933,1933-03-23,British,True,34,45,58,48,0,55
661,Peter,Walker,1912,1912-10-07,British,True,33,45,60,42,0,56
51,Justin,Wilson,1978,1978-07-31,British,True,33,45,61,51,0,52
448,Peter,Broeker,1926,1926-05-15,Canadian,False,45,45,45,0,0,38
834,Alexander,Rossi,1991,1991-09-25,American,True,37,45,55,210,0,52
845,Sergey,Sirotkin,1995,1995-08-27,Russian,True,53,45,58,436,0,39
859,Liam,Lawson,2002,2002-02-11,New Zealander,True,56,45,56,840,0,36
59,Enrique,Bernoldi,1978,1978-10-19,Brazilian,False,45,45,45,0,0,42
773,Pierre,Levegh,1905,1905-12-22,French,True,50,45,58,333,0,30
856,Nyck,de Vries,1995,1995-02-06,Dutch,True,56,45,60,592,0,40
229,Harald,Ertl,1948,1948-08-31,Austrian,True,48,45,58,113,0,32
622,Chico,Landi,1907,1907-07-14,Brazilian,False,45,45,45,0,0,35
650,Jacques,Pollet,1922,1922-07-02,French,True,32,45,58,42,0,41
40,Patrick,Friesacher,1980,1980-09-26,Austrian,True,35,45,56,142,0,56
853,Nikita,Mazepin,1999,1999-03-02,Russian,True,53,45,55,899,0,51
858,Logan,Sargeant,2000,2000-12-31,American,True,55,45,55,758,0,48
19,Anthony,Davidson,1979,1979-04-18,British,True,33,44,57,45,0,40
211,Rupert,Keegan,1955,1955-02-26,British,True,35,44,56,61,0,58
431,Edgar,Barth,1917,1917-01-26,German,True,34,44,58,55,0,55
322,David,Hobbs,1939,1939-06-09,British,False,44,44,44,0,0,59
812,Karun,Chandhok,1984,1984-01-19,Indian,False,44,44,44,0,0,38
239,Brett,Lunger,1945,1945-11-14,American,False,44,44,44,0,0,57
148,Gregor,Foitek,1965,1965-03-27,Swiss,False,44,44,44,0,0,56
721,Peter,Hirt,1910,1910-03-30,Swiss,True,35,44,58,59,0,45
97,Massimiliano,Papis,1969,1969-10-03,Italian,True,34,44,52,3,0,43
851,Jack,Aitken,1995,1995-09-23,British,True,48,44,55,211,0,42
217,Ricardo,Zunino,1949,1949-04-13,Argentine,True,48,44,57,124,0,30
192,Chico,Serra,1957,1957-02-03,Brazilian,True,33,44,54,24,0,39
141,Julian,Bailey,1961,1961-10-09,British,True,33,44,54,45,0,51
99,Gabriele,Tarquini,1962,1962-03-02,Italian,True,33,44,54,4,0,57
586,Luigi,Piotti,1913,1913-10-27,Italian,True,33,44,57,11,0,48
53,Nicolas,Kiesa,1978,1978-03-03,Danish,True,33,44,57,27,0,58
735,Charles,de Tornaco,1927,1927-06-07,Belgian,False,44,44,44,0,0,48
787,Cuth,Harrison,1906,1906-07-06,British,True,35,44,54,121,0,34
850,Pietro,Fittipaldi,1996,1996-06-25,Brazilian,False,44,44,44,0,0,49
181,Manfred,Winkelhock,1951,1951-10-06,German,True,34,44,58,23,0,50
29,Sakon,Yamamoto,1982,1982-07-09,Japanese,True,33,44,57,47,0,40
190,Corrado,Fabi,1961,1961-04-12,Italian,True,34,44,55,6,0,59
352,George,Eaton,1945,1945-11-12,Canadian,False,44,44,44,0,0,49
196,Raul,Boesel,1957,1957-12-04,Brazilian,False,44,44,44,0,0,50
693,Fred,Wacker,1918,1918-07-10,American,True,34,44,57,59,0,58
708,Duncan,Hamilton,1920,1920-04-30,British,True,33,43,56,48,0,57
256,Larry,Perkins,1950,1950-03-18,Australian,True,47,43,56,113,0,30
390,Alan,Rees,1938,1938-01-12,British,True,35,43,56,65,0,57
800,Nello,Pagani,1911,1911-10-11,Italian,False,43,43,43,0,0,50
810,Lucas,di Grassi,1984,1984-08-11,Brazilian,False,43,43,43,0,0,47
837,Rio,Haryanto,1993,1993-01-22,Indonesian,True,46,43,57,196,0,38
651,Lance,Macklin,1919,1919-09-02,British,False,43,43,43,0,0,58
209,Geoff,Lees,1951,1951-05-01,British,True,35,43,56,63,0,41
778,Brian,Shawe Taylor,1915,1915-01-28,British,True,35,43,58,60,0,58
253,Ingo,Hoffmann,1953,1953-02-28,Brazilian,False,43,43,43,0,0,47
169,Pascal,Fabre,1960,1960-01-09,French,True,43,43,55,160,0,32
276,Bob,Evans,1947,1947-06-11,British,True,32,43,56,43,0,55
764,Guy,Mairesse,1910,1910-08-10,French,True,33,43,51,38,0,43
567,Fritz,d'Orey,1938,1938-03-25,Brazilian,False,43,43,43,0,0,33
751,Fritz,Riess,1922,1922-07-11,German,True,33,43,56,34,0,52
93,Domenico,Schiattarella,1967,1967-11-17,Italian,True,35,43,53,121,0,58
313,Rikky,von Opel,1947,1947-10-14,Liechtensteiner,True,44,43,56,95,0,31
762,Franco,Rol,1908,1908-06-05,Italian,True,34,43,52,7,0,54
411,Doug,Serrurier,1920,1920-12-09,South African,True,33,43,59,49,0,59
259,David,Purley,1945,1945-01-26,British,True,34,43,57,59,0,36
413,Ernie,Pieterse,1938,1938-07-04,South African,True,35,43,56,53,0,40
780,Toni,Branca,1916,1916-09-15,Swiss,False,43,43,43,0,0,38
688,Eric,Brandon,1920,1920-07-18,British,True,53,43,63,197,0,35
719,Albert,Scherrer,1908,1908-02-28,Swiss,False,43,43,43,0,0,36
