raceId,subjectId,year,round,points,position,seriesId,typ
11,925,1897,1,0,11,6,driver
11,929,1897,1,0,12,6,driver
11,932,1897,1,0,13,6,driver
11,931,1897,1,0,14,6,driver
11,926,1897,1,0,15,6,driver
11,958,1897,1,0,16,6,driver
11,928,1897,1,0,17,6,driver
11,933,1897,1,0,18,6,driver
11,927,1897,1,0,19,6,driver
11,920,1897,1,0,20,6,driver
11,918,1897,1,0,21,6,driver
11,913,1897,1,0,22,6,driver
11,916,1897,1,0,23,6,driver
11,935,1897,1,0,24,6,driver
11,939,1897,1,0,25,6,driver
11,934,1897,1,0,26,6,driver
11,937,1897,1,0,27,6,driver
11,940,1897,1,0,28,6,driver
11,944,1897,1,0,29,6,driver
11,943,1897,1,0,30,6,driver
11,942,1897,1,0,31,6,driver
11,952,1897,1,0,32,6,driver
11,945,1897,1,0,33,6,driver
11,950,1897,1,0,34,6,driver
11,951,1897,1,0,35,6,driver
11,948,1897,1,0,36,6,driver
11,949,1897,1,0,37,6,driver
11,956,1897,1,0,38,6,driver
11,955,1897,1,0,39,6,driver
11,915,1897,1,0,40,6,driver
11,17,1897,1,10,1,6,team
11,15,1897,1,8,2,6,team
11,18,1897,1,6,3,6,team
11,19,1897,1,5,4,6,team
11,13,1897,1,2,5,6,team
11,16,1897,1,0,6,6,team
11,0,1897,1,0,7,6,team
11,14,1897,1,0,8,6,team
11,12,1897,1,0,9,6,team
11,11,1897,1,0,10,6,team
11,1,1897,1,18,1,6,engine
11,3,1897,1,19,1,6,chassi
11,0,1897,1,10,2,6,chassi
11,2,1897,1,2,3,6,chassi
11,4,1897,1,23,1,6,pneu
11,5,1897,1,16,2,6,pneu
12,872,1897,2,20,1,1,driver
12,894,1897,2,10,2,1,driver
12,902,1897,2,8,3,1,driver
12,911,1897,2,5,4,1,driver
12,905,1897,2,4,5,1,driver
12,898,1897,2,3,6,1,driver
12,903,1897,2,1,7,1,driver
12,912,1897,2,1,8,1,driver
12,878,1897,2,0,9,1,driver
12,875,1897,2,0,10,1,driver
12,882,1897,2,0,11,1,driver
12,880,1897,2,0,12,1,driver
12,871,1897,2,0,13,1,driver
12,907,1897,2,0,14,1,driver
12,873,1897,2,0,15,1,driver
12,897,1897,2,0,16,1,driver
12,884,1897,2,0,17,1,driver
12,909,1897,2,0,18,1,driver
12,892,1897,2,0,19,1,driver
12,870,1897,2,0,20,1,driver
12,3,1897,2,20,1,1,team
12,4,1897,2,10,2,1,team
12,2,1897,2,10,3,1,team
12,5,1897,2,1,4,1,team
12,1,1897,2,0,5,1,team
12,1,1897,2,30,1,1,engine
12,0,1897,2,15,2,1,engine
12,0,1897,2,36,1,1,chassi
12,1,1897,2,12,2,1,chassi
12,4,1897,2,46,1,1,pneu
13,981,1897,2,11,1,5,driver
13,975,1897,2,10,2,5,driver
13,982,1897,2,10,3,5,driver
13,980,1897,2,9,4,5,driver
13,979,1897,2,4,5,5,driver
13,983,1897,2,3,6,5,driver
13,985,1897,2,3,7,5,driver
13,984,1897,2,2,8,5,driver
13,992,1897,2,0,9,5,driver
13,990,1897,2,0,10,5,driver
13,973,1897,2,0,11,5,driver
13,974,1897,2,0,12,5,driver
13,978,1897,2,0,13,5,driver
13,977,1897,2,0,14,5,driver
13,991,1897,2,0,15,5,driver
13,986,1897,2,0,16,5,driver
13,988,1897,2,0,17,5,driver
13,987,1897,2,0,18,5,driver
13,976,1897,2,0,19,5,driver
13,989,1897,2,0,20,5,driver
13,10,1897,2,12,1,5,team
13,9,1897,2,11,2,5,team
13,7,1897,2,11,3,5,team
13,8,1897,2,3,4,5,team
13,6,1897,2,0,5,5,team
13,1,1897,2,26,1,5,engine
13,0,1897,2,13,2,5,engine
13,2,1897,2,33,1,5,chassi
13,0,1897,2,13,2,5,chassi
13,5,1897,2,46,1,5,pneu
14,959,1897,2,16,1,6,driver
14,958,1897,2,10,2,6,driver
14,954,1897,2,10,3,6,driver
14,947,1897,2,8,4,6,driver
14,957,1897,2,8,5,6,driver
14,955,1897,2,8,6,6,driver
14,960,1897,2,6,7,6,driver
14,953,1897,2,4,8,6,driver
14,961,1897,2,3,9,6,driver
14,949,1897,2,3,10,6,driver
14,946,1897,2,2,11,6,driver
14,918,1897,2,0,12,6,driver
14,935,1897,2,0,13,6,driver
14,913,1897,2,0,14,6,driver
14,920,1897,2,0,15,6,driver
14,927,1897,2,0,16,6,driver
14,928,1897,2,0,17,6,driver
14,921,1897,2,0,18,6,driver
14,926,1897,2,0,19,6,driver
14,931,1897,2,0,20,6,driver
14,916,1897,2,0,21,6,driver
14,932,1897,2,0,22,6,driver
14,929,1897,2,0,23,6,driver
14,925,1897,2,0,24,6,driver
14,936,1897,2,0,25,6,driver
14,939,1897,2,0,26,6,driver
14,933,1897,2,0,27,6,driver
14,934,1897,2,0,28,6,driver
14,937,1897,2,0,29,6,driver
14,940,1897,2,0,30,6,driver
14,944,1897,2,0,31,6,driver
14,943,1897,2,0,32,6,driver
14,942,1897,2,0,33,6,driver
14,952,1897,2,0,34,6,driver
14,945,1897,2,0,35,6,driver
14,950,1897,2,0,36,6,driver
14,951,1897,2,0,37,6,driver
14,948,1897,2,0,38,6,driver
14,956,1897,2,0,39,6,driver
14,915,1897,2,0,40,6,driver
14,17,1897,2,16,1,6,team
14,15,1897,2,16,2,6,team
14,16,1897,2,10,3,6,team
14,19,1897,2,10,4,6,team
14,18,1897,2,10,5,6,team
14,13,1897,2,2,6,6,team
14,0,1897,2,0,7,6,team
14,14,1897,2,0,8,6,team
14,12,1897,2,0,9,6,team
14,11,1897,2,0,10,6,team
14,1,1897,2,36,1,6,engine
14,3,1897,2,36,1,6,chassi
14,0,1897,2,29,2,6,chassi
14,2,1897,2,2,3,6,chassi
14,5,1897,2,42,1,6,pneu
14,4,1897,2,34,2,6,pneu
15,872,1897,3,23,1,1,driver
15,911,1897,3,11,2,1,driver
15,903,1897,3,11,3,1,driver
15,902,1897,3,10,4,1,driver
15,894,1897,3,10,5,1,driver
15,905,1897,3,4,6,1,driver
15,907,1897,3,4,7,1,driver
15,898,1897,3,4,8,1,driver
15,912,1897,3,1,9,1,driver
15,892,1897,3,0,10,1,driver
15,909,1897,3,0,11,1,driver
15,884,1897,3,0,12,1,driver
15,897,1897,3,0,13,1,driver
15,873,1897,3,0,14,1,driver
15,878,1897,3,0,15,1,driver
15,871,1897,3,0,16,1,driver
15,880,1897,3,0,17,1,driver
15,882,1897,3,0,18,1,driver
15,875,1897,3,0,19,1,driver
15,870,1897,3,0,20,1,driver
15,3,1897,3,26,1,1,team
15,2,1897,3,20,2,1,team
15,4,1897,3,12,3,1,team
15,5,1897,3,5,4,1,team
15,1,1897,3,0,5,1,team
15,1,1897,3,46,1,1,engine
15,0,1897,3,21,2,1,engine
15,0,1897,3,47,1,1,chassi
15,1,1897,3,26,2,1,chassi
15,4,1897,3,69,1,1,pneu
16,975,1897,3,14,1,5,driver
16,983,1897,3,13,2,5,driver
16,982,1897,3,12,3,5,driver
16,981,1897,3,11,4,5,driver
16,980,1897,3,9,5,5,driver
16,977,1897,3,6,6,5,driver
16,979,1897,3,5,7,5,driver
16,984,1897,3,5,8,5,driver
16,985,1897,3,3,9,5,driver
16,986,1897,3,0,10,5,driver
16,990,1897,3,0,11,5,driver
16,992,1897,3,0,12,5,driver
16,991,1897,3,0,13,5,driver
16,978,1897,3,0,14,5,driver
16,987,1897,3,0,15,5,driver
16,988,1897,3,0,16,5,driver
16,973,1897,3,0,17,5,driver
16,974,1897,3,0,18,5,driver
16,976,1897,3,0,19,5,driver
16,989,1897,3,0,20,5,driver
16,7,1897,3,17,1,5,team
16,10,1897,3,16,2,5,team
16,9,1897,3,14,3,5,team
16,8,1897,3,13,4,5,team
16,6,1897,3,0,5,5,team
16,1,1897,3,40,1,5,engine
16,0,1897,3,21,2,5,engine
16,2,1897,3,50,1,5,chassi
16,0,1897,3,21,2,5,chassi
16,5,1897,3,69,1,5,pneu
17,959,1897,3,22,1,6,driver
17,954,1897,3,15,2,6,driver
17,961,1897,3,13,3,6,driver
17,958,1897,3,10,4,6,driver
17,948,1897,3,8,5,6,driver
17,957,1897,3,8,6,6,driver
17,947,1897,3,8,7,6,driver
17,955,1897,3,8,8,6,driver
17,949,1897,3,7,9,6,driver
17,960,1897,3,6,10,6,driver
17,953,1897,3,4,11,6,driver
17,946,1897,3,4,12,6,driver
17,942,1897,3,3,13,6,driver
17,933,1897,3,1,14,6,driver
17,915,1897,3,0,15,6,driver
17,944,1897,3,0,16,6,driver
17,952,1897,3,0,17,6,driver
17,931,1897,3,0,18,6,driver
17,937,1897,3,0,19,6,driver
17,929,1897,3,0,20,6,driver
17,935,1897,3,0,21,6,driver
17,926,1897,3,0,22,6,driver
17,936,1897,3,0,23,6,driver
17,918,1897,3,0,24,6,driver
17,927,1897,3,0,25,6,driver
17,956,1897,3,0,26,6,driver
17,921,1897,3,0,27,6,driver
17,916,1897,3,0,28,6,driver
17,920,1897,3,0,29,6,driver
17,928,1897,3,0,30,6,driver
17,945,1897,3,0,31,6,driver
17,940,1897,3,0,32,6,driver
17,939,1897,3,0,33,6,driver
17,925,1897,3,0,34,6,driver
17,932,1897,3,0,35,6,driver
17,950,1897,3,0,36,6,driver
17,934,1897,3,0,37,6,driver
17,943,1897,3,0,38,6,driver
17,951,1897,3,0,39,6,driver
17,913,1897,3,0,40,6,driver
17,17,1897,3,22,1,6,team
17,19,1897,3,20,2,6,team
17,15,1897,3,16,3,6,team
17,16,1897,3,14,4,6,team
17,18,1897,3,10,5,6,team
17,14,1897,3,8,6,6,team
17,13,1897,3,4,7,6,team
17,11,1897,3,3,8,6,team
17,12,1897,3,0,9,6,team
17,0,1897,3,0,10,6,team
17,1,1897,3,54,1,6,engine
17,3,1897,3,51,1,6,chassi
17,0,1897,3,42,2,6,chassi
17,2,1897,3,13,3,6,chassi
17,5,1897,3,69,1,6,pneu
17,4,1897,3,40,2,6,pneu
18,872,1897,4,27,1,1,driver
18,911,1897,4,21,2,1,driver
18,902,1897,4,13,3,1,driver
18,894,1897,4,12,4,1,driver
18,903,1897,4,12,5,1,driver
18,898,1897,4,10,6,1,driver
18,907,1897,4,4,7,1,driver
18,905,1897,4,4,8,1,driver
18,912,1897,4,1,9,1,driver
18,892,1897,4,0,10,1,driver
18,909,1897,4,0,11,1,driver
18,884,1897,4,0,12,1,driver
18,897,1897,4,0,13,1,driver
18,873,1897,4,0,14,1,driver
18,878,1897,4,0,15,1,driver
18,871,1897,4,0,16,1,driver
18,880,1897,4,0,17,1,driver
18,882,1897,4,0,18,1,driver
18,875,1897,4,0,19,1,driver
18,870,1897,4,0,20,1,driver
18,3,1897,4,36,1,1,team
18,2,1897,4,22,2,1,team
18,4,1897,4,18,3,1,team
18,5,1897,4,5,4,1,team
18,1,1897,4,0,5,1,team
18,1,1897,4,60,1,1,engine
18,0,1897,4,30,2,1,engine
18,0,1897,4,67,1,1,chassi
18,1,1897,4,29,2,1,chassi
18,4,1897,4,92,1,1,pneu
19,980,1897,4,19,1,5,driver
19,983,1897,4,17,2,5,driver
19,975,1897,4,14,3,5,driver
19,982,1897,4,14,4,5,driver
19,984,1897,4,11,5,5,driver
19,981,1897,4,11,6,5,driver
19,977,1897,4,6,7,5,driver
19,979,1897,4,5,8,5,driver
19,985,1897,4,3,9,5,driver
19,978,1897,4,3,10,5,driver
19,976,1897,4,1,11,5,driver
19,974,1897,4,0,12,5,driver
19,973,1897,4,0,13,5,driver
19,988,1897,4,0,14,5,driver
19,987,1897,4,0,15,5,driver
19,986,1897,4,0,16,5,driver
19,991,1897,4,0,17,5,driver
19,992,1897,4,0,18,5,driver
19,990,1897,4,0,19,5,driver
19,989,1897,4,0,20,5,driver
19,10,1897,4,26,1,5,team
19,9,1897,4,20,2,5,team
19,7,1897,4,19,3,5,team
19,8,1897,4,17,4,5,team
19,6,1897,4,3,5,5,team
19,1,1897,4,56,1,5,engine
19,0,1897,4,23,2,5,engine
19,2,1897,4,70,1,5,chassi
19,0,1897,4,26,2,5,chassi
19,5,1897,4,92,1,5,pneu
20,959,1897,4,22,1,6,driver
20,954,1897,4,20,2,6,driver
20,957,1897,4,18,3,6,driver
20,961,1897,4,17,4,6,driver
20,958,1897,4,16,5,6,driver
20,960,1897,4,14,6,6,driver
20,949,1897,4,8,7,6,driver
20,948,1897,4,8,8,6,driver
20,947,1897,4,8,9,6,driver
20,955,1897,4,8,10,6,driver
20,946,1897,4,4,11,6,driver
20,953,1897,4,4,12,6,driver
20,951,1897,4,3,13,6,driver
20,942,1897,4,3,14,6,driver
20,956,1897,4,2,15,6,driver
20,933,1897,4,1,16,6,driver
20,931,1897,4,0,17,6,driver
20,926,1897,4,0,18,6,driver
20,921,1897,4,0,19,6,driver
20,928,1897,4,0,20,6,driver
20,920,1897,4,0,21,6,driver
20,927,1897,4,0,22,6,driver
20,918,1897,4,0,23,6,driver
20,913,1897,4,0,24,6,driver
20,916,1897,4,0,25,6,driver
20,929,1897,4,0,26,6,driver
20,932,1897,4,0,27,6,driver
20,939,1897,4,0,28,6,driver
20,925,1897,4,0,29,6,driver
20,936,1897,4,0,30,6,driver
20,935,1897,4,0,31,6,driver
20,934,1897,4,0,32,6,driver
20,937,1897,4,0,33,6,driver
20,940,1897,4,0,34,6,driver
20,944,1897,4,0,35,6,driver
20,943,1897,4,0,36,6,driver
20,952,1897,4,0,37,6,driver
20,945,1897,4,0,38,6,driver
20,950,1897,4,0,39,6,driver
20,915,1897,4,0,40,6,driver
20,19,1897,4,25,1,6,team
20,17,1897,4,22,2,6,team
20,16,1897,4,20,3,6,team
20,18,1897,4,20,4,6,team
20,15,1897,4,16,5,6,team
20,14,1897,4,11,6,6,team
20,13,1897,4,4,7,6,team
20,11,1897,4,3,8,6,team
20,0,1897,4,2,9,6,team
20,12,1897,4,0,10,6,team
20,1,1897,4,72,1,6,engine
20,3,1897,4,74,1,6,chassi
20,0,1897,4,49,2,6,chassi
20,2,1897,4,16,3,6,chassi
20,5,1897,4,87,1,6,pneu
20,4,1897,4,60,2,6,pneu
21,872,1897,5,29,1,1,driver
21,902,1897,5,23,2,1,driver
21,911,1897,5,21,3,1,driver
21,898,1897,5,16,4,1,driver
21,903,1897,5,16,5,1,driver
21,894,1897,5,12,6,1,driver
21,905,1897,5,4,7,1,driver
21,907,1897,5,4,8,1,driver
21,897,1897,5,3,9,1,driver
21,884,1897,5,1,10,1,driver
21,912,1897,5,1,11,1,driver
21,871,1897,5,0,12,1,driver
21,875,1897,5,0,13,1,driver
21,882,1897,5,0,14,1,driver
21,880,1897,5,0,15,1,driver
21,909,1897,5,0,16,1,driver
21,878,1897,5,0,17,1,driver
21,873,1897,5,0,18,1,driver
21,892,1897,5,0,19,1,driver
21,870,1897,5,0,20,1,driver
21,3,1897,5,39,1,1,team
21,4,1897,5,28,2,1,team
21,2,1897,5,26,3,1,team
21,5,1897,5,5,4,1,team
21,1,1897,5,0,5,1,team
21,1,1897,5,67,1,1,engine
21,0,1897,5,46,2,1,engine
21,0,1897,5,86,1,1,chassi
21,1,1897,5,33,2,1,chassi
21,4,1897,5,115,1,1,pneu
22,983,1897,5,27,1,5,driver
22,980,1897,5,21,2,5,driver
22,984,1897,5,17,3,5,driver
22,975,1897,5,14,4,5,driver
22,982,1897,5,14,5,5,driver
22,981,1897,5,11,6,5,driver
22,979,1897,5,9,7,5,driver
22,985,1897,5,6,8,5,driver
22,977,1897,5,6,9,5,driver
22,978,1897,5,3,10,5,driver
22,974,1897,5,1,11,5,driver
22,976,1897,5,1,12,5,driver
22,973,1897,5,0,13,5,driver
22,988,1897,5,0,14,5,driver
22,987,1897,5,0,15,5,driver
22,986,1897,5,0,16,5,driver
22,991,1897,5,0,17,5,driver
22,992,1897,5,0,18,5,driver
22,990,1897,5,0,19,5,driver
22,989,1897,5,0,20,5,driver
22,10,1897,5,28,1,5,team
22,8,1897,5,27,2,5,team
22,9,1897,5,26,3,5,team
22,7,1897,5,22,4,5,team
22,6,1897,5,4,5,5,team
22,1,1897,5,72,1,5,engine
22,0,1897,5,26,2,5,engine
22,2,1897,5,90,1,5,chassi
22,0,1897,5,30,2,5,chassi
22,5,1897,5,115,1,5,pneu
23,959,1897,5,27,1,6,driver
23,958,1897,5,26,2,6,driver
23,954,1897,5,20,3,6,driver
23,961,1897,5,19,4,6,driver
23,957,1897,5,18,5,6,driver
23,948,1897,5,16,6,6,driver
23,960,1897,5,14,7,6,driver
23,955,1897,5,12,8,6,driver
23,949,1897,5,11,9,6,driver
23,946,1897,5,10,10,6,driver
23,947,1897,5,8,11,6,driver
23,953,1897,5,4,12,6,driver
23,951,1897,5,3,13,6,driver
23,942,1897,5,3,14,6,driver
23,956,1897,5,2,15,6,driver
23,933,1897,5,1,16,6,driver
23,943,1897,5,1,17,6,driver
23,920,1897,5,0,18,6,driver
23,937,1897,5,0,19,6,driver
23,926,1897,5,0,20,6,driver
23,915,1897,5,0,21,6,driver
23,918,1897,5,0,22,6,driver
23,936,1897,5,0,23,6,driver
23,927,1897,5,0,24,6,driver
23,935,1897,5,0,25,6,driver
23,929,1897,5,0,26,6,driver
23,931,1897,5,0,27,6,driver
23,916,1897,5,0,28,6,driver
23,939,1897,5,0,29,6,driver
23,952,1897,5,0,30,6,driver
23,921,1897,5,0,31,6,driver
23,928,1897,5,0,32,6,driver
23,944,1897,5,0,33,6,driver
23,940,1897,5,0,34,6,driver
23,925,1897,5,0,35,6,driver
23,932,1897,5,0,36,6,driver
23,945,1897,5,0,37,6,driver
23,934,1897,5,0,38,6,driver
23,950,1897,5,0,39,6,driver
23,913,1897,5,0,40,6,driver
23,16,1897,5,30,1,6,team
23,19,1897,5,27,2,6,team
23,17,1897,5,27,3,6,team
23,15,1897,5,20,4,6,team
23,18,1897,5,20,5,6,team
23,14,1897,5,19,6,6,team
23,13,1897,5,10,7,6,team
23,11,1897,5,3,8,6,team
23,0,1897,5,2,9,6,team
23,12,1897,5,0,10,6,team
23,1,1897,5,90,1,6,engine
23,3,1897,5,80,1,6,chassi
23,0,1897,5,67,2,6,chassi
23,2,1897,5,31,3,6,chassi
23,5,1897,5,115,1,6,pneu
23,4,1897,5,65,2,6,pneu
24,872,1897,6,30,1,1,driver
24,911,1897,6,25,2,1,driver
24,902,1897,6,25,3,1,driver
24,894,1897,6,18,4,1,driver
24,898,1897,6,16,5,1,driver
24,903,1897,6,16,6,1,driver
24,884,1897,6,11,7,1,driver
24,905,1897,6,7,8,1,driver
24,907,1897,6,4,9,1,driver
24,897,1897,6,3,10,1,driver
24,912,1897,6,1,11,1,driver
24,880,1897,6,0,12,1,driver
24,875,1897,6,0,13,1,driver
24,882,1897,6,0,14,1,driver
24,871,1897,6,0,15,1,driver
24,909,1897,6,0,16,1,driver
24,878,1897,6,0,17,1,driver
24,873,1897,6,0,18,1,driver
24,892,1897,6,0,19,1,driver
24,913,1897,6,0,20,1,driver
24,870,1897,6,0,21,1,driver
24,3,1897,6,49,1,1,team
24,2,1897,6,32,2,1,team
24,4,1897,6,31,3,1,team
24,5,1897,6,5,4,1,team
24,1,1897,6,0,5,1,team
24,1,1897,6,83,1,1,engine
24,0,1897,6,51,2,1,engine
24,0,1897,6,103,1,1,chassi
24,1,1897,6,39,2,1,chassi
24,4,1897,6,138,1,1,pneu
25,980,1897,6,31,1,5,driver
25,983,1897,6,30,2,5,driver
25,984,1897,6,17,3,5,driver
25,975,1897,6,16,4,5,driver
25,979,1897,6,15,5,5,driver
25,982,1897,6,14,6,5,driver
25,981,1897,6,11,7,5,driver
25,978,1897,6,7,8,5,driver
25,977,1897,6,6,9,5,driver
25,985,1897,6,6,10,5,driver
25,976,1897,6,2,11,5,driver
25,974,1897,6,1,12,5,driver
25,987,1897,6,0,13,5,driver
25,988,1897,6,0,14,5,driver
25,986,1897,6,0,15,5,driver
25,991,1897,6,0,16,5,driver
25,992,1897,6,0,17,5,driver
25,973,1897,6,0,18,5,driver
25,990,1897,6,0,19,5,driver
25,989,1897,6,0,20,5,driver
25,10,1897,6,38,1,5,team
25,9,1897,6,32,2,5,team
25,8,1897,6,30,3,5,team
25,7,1897,6,22,4,5,team
25,6,1897,6,8,5,5,team
25,1,1897,6,88,1,5,engine
25,0,1897,6,26,2,5,engine
25,2,1897,6,109,1,5,chassi
25,0,1897,6,34,2,5,chassi
25,5,1897,6,138,1,5,pneu
27,872,1897,7,31,1,1,driver
27,911,1897,7,28,2,1,driver
27,898,1897,7,26,3,1,driver
27,902,1897,7,25,4,1,driver
27,894,1897,7,22,5,1,driver
27,903,1897,7,16,6,1,driver
27,884,1897,7,11,7,1,driver
27,905,1897,7,9,8,1,driver
27,909,1897,7,6,9,1,driver
27,907,1897,7,4,10,1,driver
27,897,1897,7,3,11,1,driver
27,912,1897,7,1,12,1,driver
27,913,1897,7,0,13,1,driver
27,892,1897,7,0,14,1,driver
27,873,1897,7,0,15,1,driver
27,878,1897,7,0,16,1,driver
27,880,1897,7,0,17,1,driver
27,871,1897,7,0,18,1,driver
27,882,1897,7,0,19,1,driver
27,875,1897,7,0,20,1,driver
27,870,1897,7,0,21,1,driver
27,3,1897,7,52,1,1,team
27,4,1897,7,41,2,1,team
27,2,1897,7,36,3,1,team
27,5,1897,7,11,4,1,team
27,1,1897,7,0,5,1,team
27,1,1897,7,90,1,1,engine
27,0,1897,7,67,2,1,engine
27,0,1897,7,118,1,1,chassi
27,1,1897,7,49,2,1,chassi
27,4,1897,7,161,1,1,pneu
28,980,1897,7,34,1,5,driver
28,983,1897,7,30,2,5,driver
28,975,1897,7,26,3,5,driver
28,984,1897,7,17,4,5,driver
28,979,1897,7,15,5,5,driver
28,982,1897,7,15,6,5,driver
28,981,1897,7,11,7,5,driver
28,978,1897,7,7,8,5,driver
28,985,1897,7,6,9,5,driver
28,987,1897,7,6,10,5,driver
28,977,1897,7,6,11,5,driver
28,976,1897,7,6,12,5,driver
28,973,1897,7,2,13,5,driver
28,974,1897,7,1,14,5,driver
28,986,1897,7,0,15,5,driver
28,988,1897,7,0,16,5,driver
28,991,1897,7,0,17,5,driver
28,992,1897,7,0,18,5,driver
28,990,1897,7,0,19,5,driver
28,989,1897,7,0,20,5,driver
28,10,1897,7,48,1,5,team
28,9,1897,7,38,2,5,team
28,8,1897,7,34,3,5,team
28,7,1897,7,23,4,5,team
28,6,1897,7,10,5,5,team
28,1,1897,7,104,1,5,engine
28,0,1897,7,27,2,5,engine
28,2,1897,7,129,1,5,chassi
28,0,1897,7,37,2,5,chassi
28,5,1897,7,161,1,5,pneu
29,958,1897,6,31,1,6,driver
29,959,1897,6,31,2,6,driver
29,961,1897,6,29,3,6,driver
29,957,1897,6,26,4,6,driver
29,954,1897,6,20,5,6,driver
29,960,1897,6,16,6,6,driver
29,948,1897,6,16,7,6,driver
29,955,1897,6,12,8,6,driver
29,949,1897,6,11,9,6,driver
29,946,1897,6,10,10,6,driver
29,947,1897,6,8,11,6,driver
29,963,1897,6,6,12,6,driver
29,953,1897,6,5,13,6,driver
29,951,1897,6,3,14,6,driver
29,942,1897,6,3,15,6,driver
29,962,1897,6,3,16,6,driver
29,956,1897,6,2,17,6,driver
29,943,1897,6,1,18,6,driver
29,933,1897,6,1,19,6,driver
29,927,1897,6,0,20,6,driver
29,926,1897,6,0,21,6,driver
29,928,1897,6,0,22,6,driver
29,921,1897,6,0,23,6,driver
29,918,1897,6,0,24,6,driver
29,920,1897,6,0,25,6,driver
29,916,1897,6,0,26,6,driver
29,915,1897,6,0,27,6,driver
29,932,1897,6,0,28,6,driver
29,931,1897,6,0,29,6,driver
29,940,1897,6,0,30,6,driver
29,929,1897,6,0,31,6,driver
29,925,1897,6,0,32,6,driver
29,936,1897,6,0,33,6,driver
29,935,1897,6,0,34,6,driver
29,934,1897,6,0,35,6,driver
29,937,1897,6,0,36,6,driver
29,939,1897,6,0,37,6,driver
29,944,1897,6,0,38,6,driver
29,952,1897,6,0,39,6,driver
29,945,1897,6,0,40,6,driver
29,950,1897,6,0,41,6,driver
29,913,1897,6,0,42,6,driver
29,19,1897,6,37,1,6,team
29,16,1897,6,35,2,6,team
29,17,1897,6,31,3,6,team
29,18,1897,6,28,4,6,team
29,14,1897,6,22,5,6,team
29,15,1897,6,20,6,6,team
29,13,1897,6,10,7,6,team
29,0,1897,6,8,8,6,team
29,11,1897,6,3,9,6,team
29,12,1897,6,0,10,6,team
29,1,1897,6,108,1,6,engine
29,3,1897,6,104,1,6,chassi
29,0,1897,6,76,2,6,chassi
29,2,1897,6,34,3,6,chassi
29,5,1897,6,133,1,6,pneu
29,4,1897,6,85,2,6,pneu
30,872,1897,8,37,1,1,driver
30,911,1897,8,32,2,1,driver
30,898,1897,8,28,3,1,driver
30,903,1897,8,26,4,1,driver
30,902,1897,8,25,5,1,driver
30,894,1897,8,23,6,1,driver
30,905,1897,8,12,7,1,driver
30,884,1897,8,11,8,1,driver
30,909,1897,8,6,9,1,driver
30,907,1897,8,4,10,1,driver
30,897,1897,8,3,11,1,driver
30,912,1897,8,1,12,1,driver
30,913,1897,8,0,13,1,driver
30,892,1897,8,0,14,1,driver
30,873,1897,8,0,15,1,driver
30,878,1897,8,0,16,1,driver
30,880,1897,8,0,17,1,driver
30,871,1897,8,0,18,1,driver
