raceId,subjectId,year,round,points,position,seriesId,typ
7,893,1895,3,0,15,1,driver
7,916,1895,3,0,16,1,driver
7,920,1895,3,0,17,1,driver
7,902,1895,3,0,18,1,driver
7,912,1895,3,0,19,1,driver
7,889,1895,3,0,20,1,driver
7,2,1895,3,18,1,1,team
7,1,1895,3,17,2,1,team
7,4,1895,3,13,3,1,team
7,3,1895,3,10,4,1,team
7,5,1895,3,5,5,1,team
7,2,1895,3,25,1,1,engine
7,1,1895,3,22,2,1,engine
7,4,1895,3,13,3,1,engine
7,3,1895,3,10,4,1,engine
7,5,1895,3,7,5,1,engine
7,2,1895,3,26,1,1,chassi
7,1,1895,3,22,2,1,chassi
7,4,1895,3,13,3,1,chassi
7,3,1895,3,10,4,1,chassi
7,5,1895,3,7,5,1,chassi
7,2,1895,3,26,1,1,pneu
7,1,1895,3,22,2,1,pneu
7,4,1895,3,13,3,1,pneu
7,3,1895,3,10,4,1,pneu
7,5,1895,3,7,5,1,pneu
8,923,1895,3,22,1,5,driver
8,919,1895,3,14,2,5,driver
8,922,1895,3,14,3,5,driver
8,924,1895,3,10,4,5,driver
8,906,1895,3,5,5,5,driver
8,897,1895,3,4,6,5,driver
8,910,1895,3,3,7,5,driver
8,921,1895,3,3,8,5,driver
8,928,1895,3,3,9,5,driver
8,925,1895,3,0,10,5,driver
8,926,1895,3,0,11,5,driver
8,887,1895,3,0,12,5,driver
8,927,1895,3,0,13,5,driver
8,929,1895,3,0,14,5,driver
8,896,1895,3,0,15,5,driver
8,904,1895,3,0,16,5,driver
8,930,1895,3,0,17,5,driver
8,932,1895,3,0,18,5,driver
8,891,1895,3,0,19,5,driver
8,900,1895,3,0,20,5,driver
8,8,1895,3,22,1,5,team
8,7,1895,3,18,2,5,team
8,9,1895,3,14,3,5,team
8,6,1895,3,10,4,5,team
8,10,1895,3,7,5,5,team
8,8,1895,3,25,1,5,engine
8,7,1895,3,22,2,5,engine
8,9,1895,3,14,3,5,engine
8,6,1895,3,10,4,5,engine
8,10,1895,3,7,5,5,engine
8,8,1895,3,25,1,5,chassi
8,7,1895,3,22,2,5,chassi
8,9,1895,3,14,3,5,chassi
8,6,1895,3,10,4,5,chassi
8,10,1895,3,7,5,5,chassi
8,8,1895,3,25,1,5,pneu
8,7,1895,3,22,2,5,pneu
8,9,1895,3,14,3,5,pneu
8,6,1895,3,10,4,5,pneu
8,10,1895,3,7,5,5,pneu
9,931,1895,2,18,1,6,driver
9,881,1895,2,13,2,6,driver
9,933,1895,2,13,3,6,driver
9,882,1895,2,10,4,6,driver
9,934,1895,2,7,5,6,driver
9,898,1895,2,6,6,6,driver
9,935,1895,2,5,7,6,driver
9,890,1895,2,3,8,6,driver
9,894,1895,2,2,9,6,driver
9,936,1895,2,1,10,6,driver
9,883,1895,2,0,11,6,driver
9,875,1895,2,0,12,6,driver
9,14,1895,2,18,1,6,team
9,16,1895,2,13,2,6,team
9,0,1895,2,13,3,6,team
9,11,1895,2,10,4,6,team
9,18,1895,2,7,5,6,team
9,15,1895,2,6,6,6,team
9,13,1895,2,3,7,6,team
9,12,1895,2,1,8,6,team
9,17,1895,2,0,9,6,team
9,19,1895,2,0,10,6,team
9,14,1895,2,20,1,6,engine
9,11,1895,2,15,2,6,engine
9,16,1895,2,13,3,6,engine
9,0,1895,2,13,4,6,engine
9,18,1895,2,7,5,6,engine
9,15,1895,2,6,6,6,engine
9,13,1895,2,3,7,6,engine
9,12,1895,2,1,8,6,engine
9,17,1895,2,0,9,6,engine
9,19,1895,2,0,10,6,engine
9,14,1895,2,20,1,6,chassi
9,11,1895,2,15,2,6,chassi
9,16,1895,2,13,3,6,chassi
9,0,1895,2,13,4,6,chassi
9,18,1895,2,7,5,6,chassi
9,15,1895,2,6,6,6,chassi
9,13,1895,2,3,7,6,chassi
9,12,1895,2,1,8,6,chassi
9,17,1895,2,0,9,6,chassi
9,19,1895,2,0,10,6,chassi
9,14,1895,2,20,1,6,pneu
9,11,1895,2,15,2,6,pneu
9,16,1895,2,13,3,6,pneu
9,0,1895,2,13,4,6,pneu
9,18,1895,2,7,5,6,pneu
9,15,1895,2,6,6,6,pneu
9,13,1895,2,3,7,6,pneu
9,12,1895,2,1,8,6,pneu
9,17,1895,2,0,9,6,pneu
9,19,1895,2,0,10,6,pneu
10,899,1895,4,21,1,1,driver
10,905,1895,4,17,2,1,driver
10,901,1895,4,14,3,1,driver
10,907,1895,4,13,4,1,driver
10,909,1895,4,11,5,1,driver
10,917,1895,4,6,6,1,driver
10,918,1895,4,6,7,1,driver
10,908,1895,4,5,8,1,driver
10,895,1895,4,5,9,1,driver
10,914,1895,4,3,10,1,driver
10,903,1895,4,2,11,1,driver
10,911,1895,4,1,12,1,driver
10,915,1895,4,0,13,1,driver
10,913,1895,4,0,14,1,driver
10,893,1895,4,0,15,1,driver
10,916,1895,4,0,16,1,driver
10,920,1895,4,0,17,1,driver
10,902,1895,4,0,18,1,driver
10,912,1895,4,0,19,1,driver
10,889,1895,4,0,20,1,driver
10,2,1895,4,28,1,1,team
10,1,1895,4,23,2,1,team
10,3,1895,4,13,3,1,team
10,4,1895,4,13,4,1,team
10,5,1895,4,7,5,1,team
10,2,1895,4,39,1,1,engine
10,1,1895,4,28,2,1,engine
10,3,1895,4,13,3,1,engine
10,4,1895,4,13,4,1,engine
10,5,1895,4,10,5,1,engine
10,2,1895,4,40,1,1,chassi
10,1,1895,4,28,2,1,chassi
10,3,1895,4,13,3,1,chassi
10,4,1895,4,13,4,1,chassi
10,5,1895,4,10,5,1,chassi
10,2,1895,4,40,1,1,pneu
10,1,1895,4,28,2,1,pneu
10,3,1895,4,13,3,1,pneu
10,4,1895,4,13,4,1,pneu
10,5,1895,4,10,5,1,pneu
11,923,1895,4,32,1,5,driver
11,919,1895,4,20,2,5,driver
11,922,1895,4,16,3,5,driver
11,924,1895,4,13,4,5,driver
11,921,1895,4,7,5,5,driver
11,906,1895,4,5,6,5,driver
11,897,1895,4,4,7,5,driver
11,910,1895,4,4,8,5,driver
11,928,1895,4,3,9,5,driver
11,926,1895,4,0,10,5,driver
11,887,1895,4,0,11,5,driver
11,925,1895,4,0,12,5,driver
11,927,1895,4,0,13,5,driver
11,929,1895,4,0,14,5,driver
11,896,1895,4,0,15,5,driver
11,904,1895,4,0,16,5,driver
11,930,1895,4,0,17,5,driver
11,932,1895,4,0,18,5,driver
11,891,1895,4,0,19,5,driver
11,900,1895,4,0,20,5,driver
11,8,1895,4,32,1,5,team
11,7,1895,4,24,2,5,team
11,9,1895,4,16,3,5,team
11,6,1895,4,13,4,5,team
11,10,1895,4,7,5,5,team
11,8,1895,4,36,1,5,engine
11,7,1895,4,32,2,5,engine
11,9,1895,4,16,3,5,engine
11,6,1895,4,13,4,5,engine
11,10,1895,4,7,5,5,engine
11,8,1895,4,36,1,5,chassi
11,7,1895,4,32,2,5,chassi
11,9,1895,4,16,3,5,chassi
11,6,1895,4,13,4,5,chassi
11,10,1895,4,7,5,5,chassi
11,8,1895,4,36,1,5,pneu
11,7,1895,4,32,2,5,pneu
11,9,1895,4,16,3,5,pneu
11,6,1895,4,13,4,5,pneu
11,10,1895,4,7,5,5,pneu
13,905,1895,5,27,1,1,driver
13,899,1895,5,27,2,1,driver
13,901,1895,5,18,3,1,driver
13,909,1895,5,13,4,1,driver
13,907,1895,5,13,5,1,driver
13,918,1895,5,6,6,1,driver
13,917,1895,5,6,7,1,driver
13,908,1895,5,5,8,1,driver
13,895,1895,5,5,9,1,driver
13,911,1895,5,4,10,1,driver
13,914,1895,5,3,11,1,driver
13,903,1895,5,3,12,1,driver
13,915,1895,5,0,13,1,driver
13,893,1895,5,0,14,1,driver
13,913,1895,5,0,15,1,driver
13,916,1895,5,0,16,1,driver
13,920,1895,5,0,17,1,driver
13,902,1895,5,0,18,1,driver
13,912,1895,5,0,19,1,driver
13,889,1895,5,0,20,1,driver
13,2,1895,5,34,1,1,team
13,1,1895,5,33,2,1,team
13,4,1895,5,16,3,1,team
13,3,1895,5,13,4,1,team
13,5,1895,5,8,5,1,team
13,2,1895,5,49,1,1,engine
13,1,1895,5,40,2,1,engine
13,4,1895,5,16,3,1,engine
13,3,1895,5,13,4,1,engine
13,5,1895,5,11,5,1,engine
13,2,1895,5,50,1,1,chassi
13,1,1895,5,40,2,1,chassi
13,4,1895,5,16,3,1,chassi
13,3,1895,5,13,4,1,chassi
13,5,1895,5,11,5,1,chassi
13,2,1895,5,50,1,1,pneu
13,1,1895,5,40,2,1,pneu
13,4,1895,5,16,3,1,pneu
13,3,1895,5,13,4,1,pneu
13,5,1895,5,11,5,1,pneu
14,923,1895,5,34,1,5,driver
14,919,1895,5,26,2,5,driver
14,921,1895,5,17,3,5,driver
14,924,1895,5,17,4,5,driver
14,922,1895,5,16,5,5,driver
14,910,1895,5,7,6,5,driver
14,906,1895,5,5,7,5,driver
14,897,1895,5,4,8,5,driver
14,928,1895,5,3,9,5,driver
14,925,1895,5,1,10,5,driver
14,887,1895,5,0,11,5,driver
14,926,1895,5,0,12,5,driver
14,927,1895,5,0,13,5,driver
14,929,1895,5,0,14,5,driver
14,896,1895,5,0,15,5,driver
14,904,1895,5,0,16,5,driver
14,930,1895,5,0,17,5,driver
14,932,1895,5,0,18,5,driver
14,891,1895,5,0,19,5,driver
14,900,1895,5,0,20,5,driver
14,8,1895,5,35,1,5,team
14,7,1895,5,34,2,5,team
14,6,1895,5,17,3,5,team
14,9,1895,5,16,4,5,team
14,10,1895,5,7,5,5,team
14,7,1895,5,48,1,5,engine
14,8,1895,5,41,2,5,engine
14,6,1895,5,18,3,5,engine
14,9,1895,5,16,4,5,engine
14,10,1895,5,7,5,5,engine
14,7,1895,5,48,1,5,chassi
14,8,1895,5,41,2,5,chassi
14,6,1895,5,18,3,5,chassi
14,9,1895,5,16,4,5,chassi
14,10,1895,5,7,5,5,chassi
14,7,1895,5,48,1,5,pneu
14,8,1895,5,41,2,5,pneu
14,6,1895,5,18,3,5,pneu
14,9,1895,5,16,4,5,pneu
14,10,1895,5,7,5,5,pneu
15,931,1895,3,21,1,6,driver
15,881,1895,3,19,2,6,driver
15,933,1895,3,17,3,6,driver
15,934,1895,3,17,4,6,driver
15,882,1895,3,10,5,6,driver
15,936,1895,3,9,6,6,driver
15,890,1895,3,8,7,6,driver
15,898,1895,3,6,8,6,driver
15,935,1895,3,5,9,6,driver
15,894,1895,3,2,10,6,driver
15,875,1895,3,2,11,6,driver
15,883,1895,3,1,12,6,driver
15,14,1895,3,21,1,6,team
15,16,1895,3,19,2,6,team
15,0,1895,3,17,3,6,team
15,18,1895,3,17,4,6,team
15,11,1895,3,10,5,6,team
15,12,1895,3,9,6,6,team
15,13,1895,3,8,7,6,team
15,15,1895,3,6,8,6,team
15,19,1895,3,2,9,6,team
15,17,1895,3,1,10,6,team
15,14,1895,3,23,1,6,engine
15,16,1895,3,19,2,6,engine
15,0,1895,3,17,3,6,engine
15,18,1895,3,17,4,6,engine
15,11,1895,3,15,5,6,engine
15,12,1895,3,9,6,6,engine
15,13,1895,3,8,7,6,engine
15,15,1895,3,6,8,6,engine
15,19,1895,3,2,9,6,engine
15,17,1895,3,1,10,6,engine
15,14,1895,3,23,1,6,chassi
15,16,1895,3,19,2,6,chassi
15,0,1895,3,17,3,6,chassi
15,18,1895,3,17,4,6,chassi
15,11,1895,3,15,5,6,chassi
15,12,1895,3,9,6,6,chassi
15,13,1895,3,8,7,6,chassi
15,15,1895,3,6,8,6,chassi
15,19,1895,3,2,9,6,chassi
15,17,1895,3,1,10,6,chassi
15,14,1895,3,23,1,6,pneu
15,16,1895,3,19,2,6,pneu
15,0,1895,3,17,3,6,pneu
15,18,1895,3,17,4,6,pneu
15,11,1895,3,15,5,6,pneu
15,12,1895,3,9,6,6,pneu
15,13,1895,3,8,7,6,pneu
15,15,1895,3,6,8,6,pneu
15,19,1895,3,2,9,6,pneu
15,17,1895,3,1,10,6,pneu
16,905,1895,6,30,1,1,driver
16,901,1895,6,28,2,1,driver
16,899,1895,6,28,3,1,driver
16,907,1895,6,19,4,1,driver
16,909,1895,6,17,5,1,driver
16,908,1895,6,7,6,1,driver
16,918,1895,6,6,7,1,driver
16,917,1895,6,6,8,1,driver
16,895,1895,6,5,9,1,driver
16,911,1895,6,4,10,1,driver
16,914,1895,6,3,11,1,driver
16,903,1895,6,3,12,1,driver
16,915,1895,6,0,13,1,driver
16,893,1895,6,0,14,1,driver
16,913,1895,6,0,15,1,driver
16,916,1895,6,0,16,1,driver
16,920,1895,6,0,17,1,driver
16,902,1895,6,0,18,1,driver
16,912,1895,6,0,19,1,driver
16,889,1895,6,0,20,1,driver
16,2,1895,6,44,1,1,team
16,1,1895,6,37,2,1,team
16,3,1895,6,19,3,1,team
16,4,1895,6,16,4,1,team
16,5,1895,6,8,5,1,team
16,2,1895,6,61,1,1,engine
16,1,1895,6,47,2,1,engine
16,3,1895,6,19,3,1,engine
16,4,1895,6,16,4,1,engine
16,5,1895,6,11,5,1,engine
16,2,1895,6,63,1,1,chassi
16,1,1895,6,47,2,1,chassi
16,3,1895,6,19,3,1,chassi
16,4,1895,6,16,4,1,chassi
16,5,1895,6,11,5,1,chassi
16,2,1895,6,63,1,1,pneu
16,1,1895,6,47,2,1,pneu
16,3,1895,6,19,3,1,pneu
16,4,1895,6,16,4,1,pneu
16,5,1895,6,11,5,1,pneu
17,923,1895,6,38,1,5,driver
17,919,1895,6,36,2,5,driver
17,924,1895,6,23,3,5,driver
17,922,1895,6,18,4,5,driver
17,921,1895,6,17,5,5,driver
17,910,1895,6,10,6,5,driver
17,906,1895,6,5,7,5,driver
17,897,1895,6,4,8,5,driver
17,928,1895,6,3,9,5,driver
17,887,1895,6,1,10,5,driver
17,925,1895,6,1,11,5,driver
17,926,1895,6,0,12,5,driver
17,927,1895,6,0,13,5,driver
17,929,1895,6,0,14,5,driver
17,896,1895,6,0,15,5,driver
17,904,1895,6,0,16,5,driver
17,930,1895,6,0,17,5,driver
17,932,1895,6,0,18,5,driver
17,891,1895,6,0,19,5,driver
17,900,1895,6,0,20,5,driver
17,7,1895,6,44,1,5,team
17,8,1895,6,39,2,5,team
17,6,1895,6,23,3,5,team
17,9,1895,6,18,4,5,team
17,10,1895,6,7,5,5,team
17,7,1895,6,58,1,5,engine
17,8,1895,6,48,2,5,engine
17,6,1895,6,25,3,5,engine
17,9,1895,6,18,4,5,engine
17,10,1895,6,7,5,5,engine
17,7,1895,6,58,1,5,chassi
17,8,1895,6,48,2,5,chassi
17,6,1895,6,25,3,5,chassi
17,9,1895,6,18,4,5,chassi
17,10,1895,6,7,5,5,chassi
17,7,1895,6,58,1,5,pneu
17,8,1895,6,48,2,5,pneu
17,6,1895,6,25,3,5,pneu
17,9,1895,6,18,4,5,pneu
17,10,1895,6,7,5,5,pneu
19,905,1895,7,40,1,1,driver
19,899,1895,7,34,2,1,driver
19,901,1895,7,28,3,1,driver
19,907,1895,7,23,4,1,driver
19,909,1895,7,20,5,1,driver
19,908,1895,7,9,6,1,driver
19,918,1895,7,6,7,1,driver
19,917,1895,7,6,8,1,driver
19,895,1895,7,5,9,1,driver
19,911,1895,7,4,10,1,driver
19,914,1895,7,3,11,1,driver
19,903,1895,7,3,12,1,driver
19,913,1895,7,1,13,1,driver
19,915,1895,7,0,14,1,driver
19,893,1895,7,0,15,1,driver
19,916,1895,7,0,16,1,driver
19,920,1895,7,0,17,1,driver
19,902,1895,7,0,18,1,driver
19,912,1895,7,0,19,1,driver
19,889,1895,7,0,20,1,driver
19,2,1895,7,50,1,1,team
19,1,1895,7,47,2,1,team
19,3,1895,7,23,3,1,team
19,4,1895,7,16,4,1,team
19,5,1895,7,8,5,1,team
19,2,1895,7,69,1,1,engine
19,1,1895,7,60,2,1,engine
19,3,1895,7,24,3,1,engine
19,4,1895,7,16,4,1,engine
19,5,1895,7,11,5,1,engine
19,2,1895,7,71,1,1,chassi
19,1,1895,7,60,2,1,chassi
19,3,1895,7,24,3,1,chassi
19,4,1895,7,16,4,1,chassi
19,5,1895,7,11,5,1,chassi
19,2,1895,7,71,1,1,pneu
19,1,1895,7,60,2,1,pneu
19,3,1895,7,24,3,1,pneu
19,4,1895,7,16,4,1,pneu
19,5,1895,7,11,5,1,pneu
20,919,1895,7,42,1,5,driver
20,923,1895,7,40,2,5,driver
20,924,1895,7,33,3,5,driver
20,922,1895,7,18,4,5,driver
20,921,1895,7,18,5,5,driver
20,910,1895,7,10,6,5,driver
20,906,1895,7,8,7,5,driver
20,925,1895,7,5,8,5,driver
20,897,1895,7,4,9,5,driver
20,928,1895,7,3,10,5,driver
20,887,1895,7,1,11,5,driver
20,926,1895,7,0,12,5,driver
20,927,1895,7,0,13,5,driver
20,929,1895,7,0,14,5,driver
20,896,1895,7,0,15,5,driver
20,904,1895,7,0,16,5,driver
20,930,1895,7,0,17,5,driver
20,932,1895,7,0,18,5,driver
20,891,1895,7,0,19,5,driver
20,900,1895,7,0,20,5,driver
20,7,1895,7,50,1,5,team
20,8,1895,7,41,2,5,team
20,6,1895,7,33,3,5,team
20,9,1895,7,18,4,5,team
20,10,1895,7,7,5,5,team
20,7,1895,7,67,1,5,engine
20,8,1895,7,50,2,5,engine
20,6,1895,7,39,3,5,engine
20,9,1895,7,18,4,5,engine
20,10,1895,7,7,5,5,engine
20,7,1895,7,68,1,5,chassi
20,8,1895,7,50,2,5,chassi
20,6,1895,7,39,3,5,chassi
20,9,1895,7,18,4,5,chassi
20,10,1895,7,7,5,5,chassi
20,7,1895,7,68,1,5,pneu
20,8,1895,7,50,2,5,pneu
20,6,1895,7,39,3,5,pneu
20,9,1895,7,18,4,5,pneu
20,10,1895,7,7,5,5,pneu
21,933,1895,4,27,1,6,driver
21,931,1895,4,25,2,6,driver
21,881,1895,4,25,3,6,driver
21,934,1895,4,17,4,6,driver
21,936,1895,4,17,5,6,driver
21,882,1895,4,13,6,6,driver
21,898,1895,4,11,7,6,driver
21,890,1895,4,8,8,6,driver
21,935,1895,4,6,9,6,driver
21,883,1895,4,3,10,6,driver
21,894,1895,4,2,11,6,driver
21,875,1895,4,2,12,6,driver
21,0,1895,4,27,1,6,team
21,14,1895,4,25,2,6,team
21,16,1895,4,25,3,6,team
21,18,1895,4,17,4,6,team
21,12,1895,4,17,5,6,team
21,11,1895,4,13,6,6,team
21,15,1895,4,11,7,6,team
21,13,1895,4,8,8,6,team
21,17,1895,4,3,9,6,team
21,19,1895,4,2,10,6,team
21,14,1895,4,27,1,6,engine
21,0,1895,4,27,2,6,engine
21,16,1895,4,25,3,6,engine
21,11,1895,4,19,4,6,engine
21,18,1895,4,17,5,6,engine
21,12,1895,4,17,6,6,engine
21,15,1895,4,11,7,6,engine
21,13,1895,4,8,8,6,engine
21,17,1895,4,3,9,6,engine
21,19,1895,4,2,10,6,engine
21,14,1895,4,27,1,6,chassi
21,0,1895,4,27,2,6,chassi
21,16,1895,4,25,3,6,chassi
21,11,1895,4,19,4,6,chassi
21,18,1895,4,17,5,6,chassi
21,12,1895,4,17,6,6,chassi
21,15,1895,4,11,7,6,chassi
21,13,1895,4,8,8,6,chassi
21,17,1895,4,3,9,6,chassi
21,19,1895,4,2,10,6,chassi
21,14,1895,4,27,1,6,pneu
21,0,1895,4,27,2,6,pneu
21,16,1895,4,25,3,6,pneu
21,11,1895,4,19,4,6,pneu
21,18,1895,4,17,5,6,pneu
21,12,1895,4,17,6,6,pneu
21,15,1895,4,11,7,6,pneu
21,13,1895,4,8,8,6,pneu
21,17,1895,4,3,9,6,pneu
21,19,1895,4,2,10,6,pneu
