driverId,forename,surname,year,dob,nationality,alive,ability,ability_original,ability_best,reputation_race,reputation_season,retire
578,Mike,Hawthorn,1929,1929-04-10,British,True,61,61,61,0,0,38
358,Jochen,Rindt,1942,1942-04-18,Austrian,True,61,61,61,0,0,31
177,Keke,Rosberg,1948,1948-12-06,Finnish,True,61,61,61,0,0,45
207,Mario,Andretti,1940,1940-02-28,American,True,61,61,61,0,0,32
403,Phil,Hill,1927,1927-04-20,American,True,61,61,61,0,0,39
231,James,Hunt,1947,1947-08-29,British,True,61,61,61,0,0,55
10001,Hermann,Müller,1909,1909-11-21,German,True,60,60,60,0,0,31
10002,Bernd,Rosemeyer,1909,1909-10-14,German,True,60,60,60,0,0,32
10004,Ferdinando,Minoia,1884,1884-06-02,Italian,True,60,60,60,0,0,32
475,Stirling,Moss,1929,1929-09-17,British,True,60,60,60,0,0,44
22,Rubens,Barrichello,1972,1972-05-23,Brazilian,True,60,60,60,0,0,55
822,Valtteri,Bottas,1989,1989-08-28,Finnish,True,60,60,60,0,0,34
10005,Manfred,Brauchitsch,1905,1905-08-15,German,True,60,60,60,0,0,34
238,Ronnie,Peterson,1944,1944-02-14,Swedish,True,60,60,60,0,0,34
235,Jacky,Ickx,1945,1945-01-01,Belgian,True,60,60,60,0,0,45
14,David,Coulthard,1971,1971-03-27,British,True,59,59,59,0,0,33
199,Carlos,Reutemann,1942,1942-04-12,Argentine,True,59,59,59,0,0,54
360,Bruce,McLaren,1937,1937-08-30,New Zealander,True,59,59,59,0,0,43
119,Riccardo,Patrese,1954,1954-04-17,Italian,True,59,59,59,0,0,59
815,Sergio,Pérez,1990,1990-01-26,Mexican,True,59,59,59,0,0,51
13,Felipe,Massa,1981,1981-04-25,Brazilian,True,59,59,59,0,0,49
223,Clay,Regazzoni,1939,1939-09-05,Swiss,True,59,59,59,0,0,42
479,Tony,Brooks,1932,1932-02-25,British,True,59,59,59,0,0,58
498,José Froilán,González,1922,1922-10-05,Argentine,True,59,59,59,0,0,56
49,Heinz-Harald,Frentzen,1967,1967-05-18,German,True,59,59,59,0,0,57
105,Michele,Alboreto,1956,1956-12-23,Italian,True,58,58,58,0,0,37
844,Charles,Leclerc,1997,1997-10-16,Monegasque,True,58,58,58,0,0,46
56,Eddie,Irvine,1965,1965-11-10,British,True,58,58,58,0,0,36
202,Didier,Pironi,1952,1952-03-26,French,True,58,58,58,0,0,38
203,Gilles,Villeneuve,1950,1950-01-18,Canadian,True,58,58,58,0,0,52
476,Wolfgang,von Trips,1928,1928-05-04,German,True,58,58,58,0,0,54
17,Mark,Webber,1976,1976-08-27,Australian,True,58,58,58,0,0,46
77,Gerhard,Berger,1959,1959-08-27,Austrian,True,58,58,58,0,0,39
31,Juan,Pablo Montoya,1975,1975-09-20,Colombian,True,58,58,58,0,0,37
817,Daniel,Ricciardo,1989,1989-07-01,Australian,True,58,58,58,0,0,38
327,François,Cevert,1944,1944-02-25,French,True,58,58,58,0,0,42
386,Richie,Ginther,1930,1930-08-05,American,True,57,57,57,0,0,59
173,Elio,de Angelis,1958,1958-03-26,Italian,True,57,57,57,0,0,31
581,Peter,Collins,1931,1931-11-06,British,True,57,57,57,0,0,35
608,Eugenio,Castellotti,1930,1930-10-10,Italian,True,57,57,57,0,0,32
187,John,Watson,1946,1946-05-04,British,True,57,57,57,0,0,31
163,René,Arnoux,1948,1948-07-04,French,True,57,57,57,0,0,44
641,Piero,Taruffi,1906,1906-10-12,Italian,True,57,57,57,0,0,37
577,Luigi,Musso,1924,1924-07-28,Italian,True,57,57,57,0,0,44
786,Luigi,Fagioli,1898,1898-06-09,Italian,True,57,57,57,0,0,45
172,Jacques,Laffite,1943,1943-11-21,French,True,57,57,57,0,0,45
23,Ralf,Schumacher,1975,1975-06-30,German,True,57,57,57,0,0,33
55,Jean,Alesi,1964,1964-06-11,French,True,57,57,57,0,0,43
364,Dan,Gurney,1931,1931-04-13,American,True,56,56,56,0,0,31
427,Maurice,Trintignant,1917,1917-10-30,French,True,56,56,56,0,0,58
21,Giancarlo,Fisichella,1973,1973-01-14,Italian,True,56,56,56,0,0,55
123,Thierry,Boutsen,1957,1957-07-13,Belgian,True,56,56,56,0,0,35
221,Patrick,Depailler,1944,1944-08-09,French,True,56,56,56,0,0,58
9,Robert,Kubica,1984,1984-12-07,Polish,True,56,56,56,0,0,44
385,Lorenzo,Bandini,1935,1935-12-21,Italian,True,56,56,56,0,0,31
404,Innes,Ireland,1930,1930-06-12,British,True,56,56,56,0,0,45
175,Patrick,Tambay,1949,1949-06-25,French,True,56,56,56,0,0,53
554,Jean,Behra,1921,1921-02-16,French,True,56,56,56,0,0,55
65,Johnny,Herbert,1964,1964-06-25,British,True,56,56,56,0,0,44
847,George,Russell,1998,1998-02-15,British,True,56,56,56,0,0,51
627,Louis,Rosier,1905,1905-11-05,French,True,56,56,56,0,0,30
456,Roy,Salvadori,1922,1922-05-12,British,True,55,55,55,0,0,39
723,Rudi,Fischer,1912,1912-04-19,Swiss,True,55,55,55,0,0,52
832,Carlos,Sainz,1994,1994-09-01,Spanish,True,55,55,55,0,0,44
633,Luigi,Villoresi,1909,1909-05-16,Italian,True,55,55,55,0,0,32
309,Peter,Revson,1939,1939-02-27,American,True,55,55,55,0,0,55
140,Stefan,Johansson,1956,1956-09-08,Swedish,True,55,55,55,0,0,46
2,Nick,Heidfeld,1977,1977-05-10,German,True,55,55,55,0,0,43
346,Jo,Siffert,1936,1936-07-07,Swiss,True,55,55,55,0,0,51
278,Chris,Amon,1943,1943-07-20,New Zealander,True,55,55,55,0,0,34
306,Jean-Pierre,Beltoise,1937,1937-04-26,French,True,55,55,55,0,0,31
648,Karl,Kling,1910,1910-09-16,German,True,55,55,55,0,0,36
846,Lando,Norris,1999,1999-11-13,British,True,55,55,55,0,0,34
345,Pedro,Rodríguez,1940,1940-01-18,Mexican,True,55,55,55,0,0,37
84,Martin,Brundle,1959,1959-06-01,British,True,55,55,55,0,0,36
15,Jarno,Trulli,1974,1974-07-13,Italian,True,54,54,54,0,0,35
501,Harry,Schell,1921,1921-06-29,American,True,54,54,54,0,0,54
200,Jochen,Mass,1946,1946-09-30,German,True,54,54,54,0,0,30
145,Alessandro,Nannini,1959,1959-07-07,Italian,True,54,54,54,0,0,40
418,Masten,Gregory,1932,1932-02-29,American,True,54,54,54,0,0,33
250,Carlos,Pace,1944,1944-10-06,Brazilian,True,54,54,54,0,0,50
626,Robert,Manzon,1917,1917-04-12,French,True,54,54,54,0,0,58
632,Paul,Frère,1917,1917-01-30,Belgian,True,54,54,54,0,0,35
482,Olivier,Gendebien,1924,1924-01-12,Belgian,True,54,54,54,0,0,38
669,Prince,Bira,1914,1914-07-15,Thai,True,54,54,54,0,0,55
478,Hans,Herrmann,1928,1928-02-23,German,True,54,54,54,0,0,44
5,Heikki,Kovalainen,1981,1981-10-19,Finnish,True,54,54,54,0,0,50
118,Derek,Warwick,1954,1954-08-27,British,True,54,54,54,0,0,47
154,Romain,Grosjean,1986,1986-04-17,French,True,54,54,54,0,0,55
848,Alexander,Albon,1996,1996-03-23,Thai,True,54,54,54,0,0,41
408,Tony,Maggs,1937,1937-02-09,South African,True,53,53,53,0,0,43
697,Felice,Bonetto,1903,1903-06-09,Italian,True,53,53,53,0,0,41
807,Nico,Hülkenberg,1987,1987-08-19,German,True,53,53,53,0,0,41
842,Pierre,Gasly,1996,1996-02-07,French,True,53,53,53,0,0,48
643,Roberto,Mieres,1924,1924-12-03,Argentine,True,53,53,53,0,0,35
158,Eddie,Cheever,1958,1958-01-10,American,True,53,53,53,0,0,52
122,Ivan,Capelli,1963,1963-05-24,Italian,True,53,53,53,0,0,43
640,Toulo,de Graffenried,1914,1914-05-18,Swiss,True,53,53,53,0,0,58
826,Daniil,Kvyat,1994,1994-04-26,Russian,True,53,53,53,0,0,45
526,Troy,Ruttman,1930,1930-03-11,American,True,53,53,53,0,0,46
580,Paco,Godia,1921,1921-03-21,Spanish,True,53,53,53,0,0,31
687,Peter,Whitehead,1914,1914-11-12,British,True,53,53,53,0,0,50
839,Esteban,Ocon,1996,1996-09-17,French,True,53,53,53,0,0,33
44,Olivier,Panis,1966,1966-09-02,French,True,53,53,53,0,0,46
110,Andrea,de Cesaris,1959,1959-05-31,Italian,True,53,53,53,0,0,37
686,Reg,Parnell,1911,1911-07-02,British,True,53,53,53,0,0,55
374,Mike,Spence,1936,1936-12-30,British,True,52,52,52,0,0,49
255,Gunnar,Nilsson,1948,1948-11-20,Swedish,True,52,52,52,0,0,55
25,Alexander,Wurz,1974,1974-02-15,Austrian,True,52,52,52,0,0,31
305,Mike,Hailwood,1940,1940-04-02,British,True,52,52,52,0,0,53
219,Jean-Pierre,Jabouille,1942,1942-10-01,French,True,52,52,52,0,0,53
589,Louis,Chiron,1899,1899-08-03,Monegasque,True,52,52,52,0,0,48
11,Takuma,Sato,1977,1977-01-28,Japanese,True,52,52,52,0,0,41
131,Stefano,Modena,1963,1963-05-12,Italian,True,52,52,52,0,0,33
387,Mike,Parkes,1931,1931-09-24,British,True,52,52,52,0,0,44
361,Piers,Courage,1942,1942-05-27,British,True,52,52,52,0,0,46
486,Jack,Fairman,1913,1913-03-15,British,True,52,52,52,0,0,54
670,Onofre,Marimón,1923,1923-12-19,Argentine,True,52,52,52,0,0,59
825,Kevin,Magnussen,1992,1992-10-05,Danish,True,52,52,52,0,0,43
16,Adrian,Sutil,1983,1983-01-11,German,True,52,52,52,0,0,30
394,Giancarlo,Baghetti,1934,1934-12-25,Italian,True,52,52,52,0,0,38
170,Teo,Fabi,1955,1955-03-09,Italian,True,52,52,52,0,0,46
397,Peter,Arundell,1933,1933-11-08,British,True,52,52,52,0,0,45
320,Peter,Gethin,1940,1940-02-21,British,True,51,51,51,0,0,44
857,Oscar,Piastri,2001,2001-04-06,Australian,True,51,51,51,0,0,43
87,Mark,Blundell,1966,1966-04-08,British,True,51,51,51,0,0,46
10,Timo,Glock,1982,1982-03-18,German,True,51,51,51,0,0,44
840,Lance,Stroll,1998,1998-10-29,Canadian,True,51,51,51,0,0,52
63,Mika,Salo,1966,1966-11-30,Finnish,True,51,51,51,0,0,40
50,Jos,Verstappen,1972,1972-03-04,Dutch,True,51,51,51,0,0,34
252,Tom,Pryce,1949,1949-06-11,British,True,51,51,51,0,0,38
808,Vitaly,Petrov,1984,1984-09-08,Russian,True,51,51,51,0,0,43
449,Rodger,Ward,1921,1921-01-10,American,True,51,51,51,0,0,36
375,Ludovico,Scarfiotti,1933,1933-10-18,Italian,True,51,51,51,0,0,39
212,Hector,Rebaque,1956,1956-02-05,Mexican,True,51,51,51,0,0,32
763,Consalvo,Sanesi,1911,1911-03-28,Italian,True,51,51,51,0,0,37
802,Dorino,Serafini,1909,1909-07-22,Italian,True,51,51,51,0,0,55
233,Hans-Joachim,Stuck,1951,1951-01-01,German,True,51,51,51,0,0,31
704,Yves,Cabantous,1904,1904-10-08,French,True,51,51,51,0,0,37
156,Jonathan,Palmer,1956,1956-11-07,British,True,51,51,51,0,0,49
94,Pierluigi,Martini,1961,1961-04-23,Italian,True,51,51,51,0,0,56
37,Pedro,de la Rosa,1971,1971-02-24,Spanish,True,50,50,50,0,0,54
230,Vittorio,Brambilla,1937,1937-11-11,Italian,True,50,50,50,0,0,47
383,Bob,Anderson,1931,1931-05-19,British,True,50,50,50,0,0,50
541,Ron,Flockhart,1923,1923-06-16,British,True,50,50,50,0,0,38
663,Ken,Wharton,1916,1916-03-21,British,True,50,50,50,0,0,41
243,Rolf,Stommelen,1943,1943-07-11,German,True,50,50,50,0,0,50
100,Érik,Comas,1963,1963-09-28,French,True,50,50,50,0,0,36
340,John,Love,1924,1924-12-07,Rhodesian,True,50,50,50,0,0,39
121,Michael,Andretti,1962,1962-10-05,American,True,50,50,50,0,0,41
695,Oscar,Gálvez,1913,1913-08-17,Argentine,True,50,50,50,0,0,46
155,Kamui,Kobayashi,1986,1986-09-13,Japanese,True,50,50,50,0,0,47
91,Karl,Wendlinger,1968,1968-12-20,Austrian,True,50,50,50,0,0,49
814,Paul,di Resta,1986,1986-04-16,British,True,50,50,50,0,0,51
206,Derek,Daly,1953,1953-03-11,Irish,True,50,50,50,0,0,49
109,Jyrki,Järvilehto,1966,1966-01-31,Finnish,True,50,50,50,0,0,37
477,Cliff,Allison,1932,1932-02-08,British,True,50,50,50,0,0,30
138,Satoru,Nakajima,1953,1953-02-23,Japanese,True,50,50,50,0,0,59
317,Reine,Wisell,1941,1941-09-30,Swedish,True,50,50,50,0,0,44
606,Alfonso,de Portago,1928,1928-10-11,Spanish,True,50,50,50,0,0,50
88,Aguri,Suzuki,1960,1960-09-08,Japanese,True,49,49,49,0,0,30
232,Arturo,Merzario,1943,1943-03-11,Italian,True,49,49,49,0,0,48
12,Nelson,Piquet Jr.,1985,1985-07-25,Brazilian,True,49,49,49,0,0,32
423,Gerhard,Mitter,1935,1935-08-30,German,True,49,49,49,0,0,39
742,Dennis,Poore,1916,1916-08-19,British,True,49,49,49,0,0,47
793,Raymond,Sommer,1906,1906-08-31,French,True,49,49,49,0,0,51
607,Cesare,Perdisa,1932,1932-10-21,Italian,True,49,49,49,0,0,59
496,Carlos,Menditeguy,1914,1914-08-10,Argentine,True,49,49,49,0,0,51
176,Marc,Surer,1951,1951-09-18,Swiss,True,49,49,49,0,0,56
818,Jean-Éric,Vergne,1990,1990-04-25,French,True,49,49,49,0,0,33
307,Howden,Ganley,1941,1941-12-24,New Zealander,True,49,49,49,0,0,38
127,Maurício,Gugelmin,1963,1963-04-20,Brazilian,True,49,49,49,0,0,46
43,Cristiano,da Matta,1973,1973-09-19,Brazilian,True,49,49,49,0,0,41
831,Felipe,Nasr,1992,1992-08-21,Brazilian,True,49,49,49,0,0,56
103,Éric,Bernard,1964,1964-08-24,French,True,49,49,49,0,0,56
92,Bertrand,Gachot,1962,1962-12-23,Belgian,True,49,49,49,0,0,45
644,Sergio,Mantovani,1929,1929-05-22,Italian,True,49,49,49,0,0,36
440,Jim,Hall,1935,1935-07-23,American,True,49,49,49,0,0,46
689,Alan,Brown,1919,1919-11-20,British,True,49,49,49,0,0,37
174,Johnny,Dumfries,1958,1958-04-26,British,True,49,49,49,0,0,34
332,George,Follmer,1934,1934-01-27,American,True,48,48,48,0,0,59
64,Pedro,Diniz,1970,1970-05-22,Brazilian,True,48,48,48,0,0,33
852,Yuki,Tsunoda,2000,2000-05-11,Japanese,True,48,48,48,0,0,32
166,Philippe,Streiff,1955,1955-06-26,French,True,48,48,48,0,0,34
813,Pastor,Maldonado,1985,1985-03-09,Venezuelan,True,48,48,48,0,0,41
104,Christian,Fittipaldi,1971,1971-01-18,Brazilian,True,48,48,48,0,0,40
435,Willy,Mairesse,1928,1928-10-01,Belgian,True,48,48,48,0,0,58
430,Carel Godin,de Beaufort,1934,1934-04-10,Dutch,True,48,48,48,0,0,54
350,Vic,Elford,1935,1935-06-10,British,True,48,48,48,0,0,49
78,Nicola,Larini,1964,1964-03-19,Italian,True,48,48,48,0,0,59
41,Ricardo,Zonta,1976,1976-03-23,Brazilian,True,48,48,48,0,0,48
153,Jaime,Alguersuari,1990,1990-03-23,Spanish,True,48,48,48,0,0,34
81,Gianni,Morbidelli,1968,1968-01-13,Italian,True,48,48,48,0,0,50
741,Philippe,Étancelin,1896,1896-12-28,French,True,48,48,48,0,0,54
396,Bob,Bondurant,1933,1933-04-27,American,True,48,48,48,0,0,42
67,Sébastien,Buemi,1988,1988-10-31,Swiss,True,48,48,48,0,0,38
32,Christian,Klien,1983,1983-02-07,Austrian,True,48,48,48,0,0,39
333,Andrea,de Adamich,1941,1941-10-03,Italian,True,48,48,48,0,0,58
24,Vitantonio,Liuzzi,1980,1980-08-06,Italian,True,48,48,48,0,0,50
152,Bruno,Giacomelli,1952,1952-09-10,Italian,True,48,48,48,0,0,50
42,Antônio,Pizzonia,1980,1980-09-11,Brazilian,True,48,48,48,0,0,39
838,Stoffel,Vandoorne,1992,1992-03-26,Belgian,True,47,47,47,0,0,51
429,André,Pilette,1918,1918-10-06,Belgian,True,47,47,47,0,0,37
811,Bruno,Senna,1983,1983-10-15,Brazilian,True,47,47,47,0,0,38
854,Mick,Schumacher,1999,1999-03-22,German,True,47,47,47,0,0,30
821,Esteban,Gutiérrez,1991,1991-08-05,Mexican,True,47,47,47,0,0,40
609,André,Simon,1920,1920-01-05,French,True,47,47,47,0,0,51
33,Tiago,Monteiro,1976,1976-07-24,Portuguese,True,47,47,47,0,0,46
774,Eugène,Chaboud,1907,1907-04-12,French,True,47,47,47,0,0,31
351,Silvio,Moser,1941,1941-04-24,Swiss,True,47,47,47,0,0,53
184,Mauro,Baldi,1954,1954-01-31,Italian,True,47,47,47,0,0,43
185,Stefan,Bellof,1957,1957-11-20,German,True,47,47,47,0,0,42
96,Jean-Christophe,Boullion,1969,1969-12-27,French,True,47,47,47,0,0,56
841,Antonio,Giovinazzi,1993,1993-12-14,Italian,True,47,47,47,0,0,34
112,Philippe,Alliot,1954,1954-07-27,French,True,47,47,47,0,0,33
48,Marc,Gené,1974,1974-03-29,Spanish,True,47,47,47,0,0,51
828,Marcus,Ericsson,1990,1990-09-02,Swedish,True,47,47,47,0,0,45
835,Jolyon,Palmer,1991,1991-01-20,British,True,47,47,47,0,0,48
7,Sébastien,Bourdais,1979,1979-02-28,French,True,47,47,47,0,0,37
824,Jules,Bianchi,1989,1989-08-03,French,True,47,47,47,0,0,38
849,Nicholas,Latifi,1995,1995-06-29,Canadian,True,47,47,47,0,0,47
76,Jan,Magnussen,1973,1973-07-04,Danish,True,47,47,47,0,0,58
624,Hernando,da Silva Ramos,1925,1925-12-07,Brazilian,True,47,47,47,0,0,40
193,Danny,Sullivan,1950,1950-03-09,American,True,46,46,46,0,0,53
743,Eric,Thompson,1919,1919-11-04,British,True,46,46,46,0,0,46
855,Guanyu,Zhou,1999,1999-05-30,Chinese,True,46,46,46,0,0,43
836,Pascal,Wehrlein,1994,1994-10-18,German,True,46,46,46,0,0,39
83,Pedro,Lamy,1972,1972-03-20,Portuguese,True,46,46,46,0,0,48
73,Ricardo,Rosset,1968,1968-07-27,Brazilian,True,46,46,46,0,0,31
157,Christian,Danner,1958,1958-04-04,German,True,46,46,46,0,0,53
114,Yannick,Dalmas,1961,1961-07-28,French,True,46,46,46,0,0,35
566,Carroll,Shelby,1923,1923-01-11,American,True,46,46,46,0,0,43
139,Emanuele,Pirro,1962,1962-01-12,Italian,True,46,46,46,0,0,57
39,Narain,Karthikeyan,1977,1977-01-14,Indian,True,46,46,46,0,0,51
547,Horace,Gould,1918,1918-09-20,British,True,46,46,46,0,0,48
543,Giulio,Cabianca,1923,1923-02-19,Italian,True,46,46,46,0,0,34
433,Walt,Hansgen,1919,1919-10-28,American,True,46,46,46,0,0,40
736,Roger,Laurent,1913,1913-02-21,Belgian,True,46,46,46,0,0,46
660,Johnny,Claes,1916,1916-08-11,Belgian,True,46,46,46,0,0,34
27,Christijan,Albers,1979,1979-04-16,Dutch,True,46,46,46,0,0,59
843,Brendon,Hartley,1989,1989-11-10,New Zealander,True,46,46,46,0,0,56
160,Piercarlo,Ghinzani,1952,1952-01-16,Italian,True,46,46,46,0,0,54
353,Pete,Lovely,1926,1926-04-11,American,True,46,46,46,0,0,42
410,Neville,Lederle,1938,1938-09-25,South African,True,46,46,46,0,0,49
52,Ralph,Firman,1975,1975-05-20,Irish,True,46,46,46,0,0,47
66,Allan,McNish,1969,1969-12-29,British,True,46,46,46,0,0,51
74,Esteban,Tuero,1978,1978-04-22,Argentine,True,45,45,45,0,0,52
833,Roberto,Merhi,1991,1991-03-22,Spanish,True,45,45,45,0,0,30
26,Scott,Speed,1983,1983-01-24,American,True,45,45,45,0,0,40
68,Toranosuke,Takagi,1974,1974-02-12,Japanese,True,45,45,45,0,0,57
54,Luciano,Burti,1975,1975-03-05,Brazilian,True,45,45,45,0,0,30
47,Zsolt,Baumgartner,1981,1981-01-01,Hungarian,True,45,45,45,0,0,47
62,Alex,Yoong,1976,1976-07-20,Malaysian,True,45,45,45,0,0,47
680,Jacques,Swaters,1926,1926-10-30,American,True,45,45,45,0,0,31
399,John,Taylor,1933,1933-03-23,British,True,45,45,45,0,0,45
661,Peter,Walker,1912,1912-10-07,British,True,45,45,45,0,0,34
51,Justin,Wilson,1978,1978-07-31,British,True,45,45,45,0,0,35
448,Peter,Broeker,1926,1926-05-15,Canadian,True,45,45,45,0,0,59
834,Alexander,Rossi,1991,1991-09-25,American,True,45,45,45,0,0,40
845,Sergey,Sirotkin,1995,1995-08-27,Russian,True,45,45,45,0,0,34
859,Liam,Lawson,2002,2002-02-11,New Zealander,True,45,45,45,0,0,50
59,Enrique,Bernoldi,1978,1978-10-19,Brazilian,True,45,45,45,0,0,59
773,Pierre,Levegh,1905,1905-12-22,French,True,45,45,45,0,0,35
856,Nyck,de Vries,1995,1995-02-06,Dutch,True,45,45,45,0,0,47
229,Harald,Ertl,1948,1948-08-31,Austrian,True,45,45,45,0,0,45
622,Chico,Landi,1907,1907-07-14,Brazilian,True,45,45,45,0,0,59
650,Jacques,Pollet,1922,1922-07-02,French,True,45,45,45,0,0,59
40,Patrick,Friesacher,1980,1980-09-26,Austrian,True,45,45,45,0,0,48
853,Nikita,Mazepin,1999,1999-03-02,Russian,True,45,45,45,0,0,52
858,Logan,Sargeant,2000,2000-12-31,American,True,45,45,45,0,0,36
19,Anthony,Davidson,1979,1979-04-18,British,True,44,44,44,0,0,33
211,Rupert,Keegan,1955,1955-02-26,British,True,44,44,44,0,0,51
431,Edgar,Barth,1917,1917-01-26,German,True,44,44,44,0,0,38
322,David,Hobbs,1939,1939-06-09,British,True,44,44,44,0,0,56
812,Karun,Chandhok,1984,1984-01-19,Indian,True,44,44,44,0,0,53
239,Brett,Lunger,1945,1945-11-14,American,True,44,44,44,0,0,33
148,Gregor,Foitek,1965,1965-03-27,Swiss,True,44,44,44,0,0,58
721,Peter,Hirt,1910,1910-03-30,Swiss,True,44,44,44,0,0,30
97,Massimiliano,Papis,1969,1969-10-03,Italian,True,44,44,44,0,0,40
851,Jack,Aitken,1995,1995-09-23,British,True,44,44,44,0,0,42
217,Ricardo,Zunino,1949,1949-04-13,Argentine,True,44,44,44,0,0,40
192,Chico,Serra,1957,1957-02-03,Brazilian,True,44,44,44,0,0,37
141,Julian,Bailey,1961,1961-10-09,British,True,44,44,44,0,0,50
99,Gabriele,Tarquini,1962,1962-03-02,Italian,True,44,44,44,0,0,49
586,Luigi,Piotti,1913,1913-10-27,Italian,True,44,44,44,0,0,35
53,Nicolas,Kiesa,1978,1978-03-03,Danish,True,44,44,44,0,0,30
735,Charles,de Tornaco,1927,1927-06-07,Belgian,True,44,44,44,0,0,51
787,Cuth,Harrison,1906,1906-07-06,British,True,44,44,44,0,0,35
850,Pietro,Fittipaldi,1996,1996-06-25,Brazilian,True,44,44,44,0,0,37
181,Manfred,Winkelhock,1951,1951-10-06,German,True,44,44,44,0,0,37
29,Sakon,Yamamoto,1982,1982-07-09,Japanese,True,44,44,44,0,0,38
190,Corrado,Fabi,1961,1961-04-12,Italian,True,44,44,44,0,0,32
352,George,Eaton,1945,1945-11-12,Canadian,True,44,44,44,0,0,53
196,Raul,Boesel,1957,1957-12-04,Brazilian,True,44,44,44,0,0,57
693,Fred,Wacker,1918,1918-07-10,American,True,44,44,44,0,0,35
708,Duncan,Hamilton,1920,1920-04-30,British,True,43,43,43,0,0,45
256,Larry,Perkins,1950,1950-03-18,Australian,True,43,43,43,0,0,41
390,Alan,Rees,1938,1938-01-12,British,True,43,43,43,0,0,51
800,Nello,Pagani,1911,1911-10-11,Italian,True,43,43,43,0,0,30
810,Lucas,di Grassi,1984,1984-08-11,Brazilian,True,43,43,43,0,0,47
837,Rio,Haryanto,1993,1993-01-22,Indonesian,True,43,43,43,0,0,57
651,Lance,Macklin,1919,1919-09-02,British,True,43,43,43,0,0,48
209,Geoff,Lees,1951,1951-05-01,British,True,43,43,43,0,0,56
778,Brian,Shawe Taylor,1915,1915-01-28,British,True,43,43,43,0,0,39
253,Ingo,Hoffmann,1953,1953-02-28,Brazilian,True,43,43,43,0,0,51
169,Pascal,Fabre,1960,1960-01-09,French,True,43,43,43,0,0,37
276,Bob,Evans,1947,1947-06-11,British,True,43,43,43,0,0,36
764,Guy,Mairesse,1910,1910-08-10,French,True,43,43,43,0,0,50
567,Fritz,d'Orey,1938,1938-03-25,Brazilian,True,43,43,43,0,0,43
751,Fritz,Riess,1922,1922-07-11,German,True,43,43,43,0,0,53
93,Domenico,Schiattarella,1967,1967-11-17,Italian,True,43,43,43,0,0,42
313,Rikky,von Opel,1947,1947-10-14,Liechtensteiner,True,43,43,43,0,0,42
762,Franco,Rol,1908,1908-06-05,Italian,True,43,43,43,0,0,33
411,Doug,Serrurier,1920,1920-12-09,South African,True,43,43,43,0,0,57
259,David,Purley,1945,1945-01-26,British,True,43,43,43,0,0,50
413,Ernie,Pieterse,1938,1938-07-04,South African,True,43,43,43,0,0,59
780,Toni,Branca,1916,1916-09-15,Swiss,True,43,43,43,0,0,41
688,Eric,Brandon,1920,1920-07-18,British,True,43,43,43,0,0,59
719,Albert,Scherrer,1908,1908-02-28,Swiss,True,43,43,43,0,0,39
788,Joe,Fry,1915,1915-10-26,British,True,43,43,43,0,0,46
