team_id,season,finance_employees,income
22,1876,1000,7500000
23,1876,1000,7500000
24,1876,1000,7500000
25,1876,1000,7500000
26,1876,1000,7500000
1,1877,1000,7500000
2,1877,1000,7500000
3,1877,1000,7500000
4,1877,1000,7500000
5,1877,1000,7500000
6,1877,1000,7500000
7,1877,1000,7500000
8,1877,1000,7500000
9,1877,1000,7500000
10,1877,1000,7500000
11,1877,1000,7500000
12,1877,1000,7500000
13,1877,1000,7500000
14,1877,1000,7500000
15,1877,1000,7500000
16,1877,1000,7500000
17,1877,1000,7500000
18,1877,1000,7500000
19,1877,1000,7500000
20,1877,1000,7500000
21,1877,1000,7500000
22,1877,1000,7500000
23,1877,1000,7500000
24,1877,1000,7500000
25,1877,1000,7500000
26,1877,1000,7500000
1,1878,1000,7500000
2,1878,1000,7500000
3,1878,1000,7500000
4,1878,1000,7500000
5,1878,1000,7500000
6,1878,1000,7500000
7,1878,1000,7500000
8,1878,1000,7500000
9,1878,1000,7500000
10,1878,1000,7500000
11,1878,1000,7500000
12,1878,1000,7500000
13,1878,1000,7500000
14,1878,1000,7500000
15,1878,1000,7500000
16,1878,1000,7500000
17,1878,1000,7500000
18,1878,1000,7500000
19,1878,1000,7500000
20,1878,1000,7500000
21,1878,1000,7500000
22,1878,1000,7500000
23,1878,1000,7500000
24,1878,1000,7500000
25,1878,1000,7500000
26,1878,1000,7500000
1,1879,1000,7500000
2,1879,1000,7500000
3,1879,1000,7500000
4,1879,1000,7500000
5,1879,1000,7500000
6,1879,1000,7500000
7,1879,1000,7500000
8,1879,1000,7500000
9,1879,1000,7500000
10,1879,1000,7500000
11,1879,1000,7500000
12,1879,1000,7500000
13,1879,1000,7500000
14,1879,1000,7500000
15,1879,1000,7500000
16,1879,1000,7500000
17,1879,1000,7500000
18,1879,1000,7500000
19,1879,1000,7500000
20,1879,1000,7500000
21,1879,1000,7500000
22,1879,1000,7500000
23,1879,1000,7500000
24,1879,1000,7500000
25,1879,1000,7500000
26,1879,1000,7500000
1,1880,1000,7500000
2,1880,1000,7500000
3,1880,1000,7500000
4,1880,1000,7500000
5,1880,1000,7500000
6,1880,1000,7500000
7,1880,1000,7500000
8,1880,1000,7500000
9,1880,1000,7500000
10,1880,1000,7500000
11,1880,1000,7500000
12,1880,1000,7500000
13,1880,1000,7500000
14,1880,1000,7500000
15,1880,1000,7500000
16,1880,1000,7500000
17,1880,1000,7500000
18,1880,1000,7500000
19,1880,1000,7500000
20,1880,1000,7500000
21,1880,1000,7500000
22,1880,1000,7500000
23,1880,1000,7500000
24,1880,1000,7500000
25,1880,1000,7500000
26,1880,1000,7500000
1,1881,1000,7500000
2,1881,1000,7500000
3,1881,1000,7500000
4,1881,1000,7500000
5,1881,1000,7500000
6,1881,1000,7500000
7,1881,1000,7500000
8,1881,1000,7500000
9,1881,1000,7500000
10,1881,1000,7500000
11,1881,1000,7500000
12,1881,1000,7500000
13,1881,1000,7500000
14,1881,1000,7500000
15,1881,1000,7500000
16,1881,1000,7500000
17,1881,1000,7500000
18,1881,1000,7500000
19,1881,1000,7500000
20,1881,1000,7500000
21,1881,1000,7500000
22,1881,1000,7500000
23,1881,1000,7500000
24,1881,1000,7500000
25,1881,1000,7500000
26,1881,1000,7500000
1,1882,1000,7500000
2,1882,1000,7500000
3,1882,1000,7500000
4,1882,1000,7500000
5,1882,1000,7500000
6,1882,1000,7500000
7,1882,1000,7500000
8,1882,1000,7500000
9,1882,1000,7500000
10,1882,1000,7500000
11,1882,1000,7500000
12,1882,1000,7500000
13,1882,1000,7500000
14,1882,1000,7500000
15,1882,1000,7500000
16,1882,1000,7500000
17,1882,1000,7500000
18,1882,1000,7500000
19,1882,1000,7500000
20,1882,1000,7500000
21,1882,1000,7500000
22,1882,1000,7500000
23,1882,1000,7500000
24,1882,1000,7500000
25,1882,1000,7500000
26,1882,1000,7500000
1,1883,1000,7500000
2,1883,1000,7500000
3,1883,1000,7500000
4,1883,1000,7500000
5,1883,1000,7500000
6,1883,1000,7500000
7,1883,1000,7500000
8,1883,1000,7500000
9,1883,1000,7500000
10,1883,1000,7500000
11,1883,1000,7500000
12,1883,1000,7500000
13,1883,1000,7500000
14,1883,1000,7500000
15,1883,1000,7500000
16,1883,1000,7500000
17,1883,1000,7500000
18,1883,1000,7500000
19,1883,1000,7500000
20,1883,1000,7500000
21,1883,1000,7500000
22,1883,1000,7500000
23,1883,1000,7500000
24,1883,1000,7500000
25,1883,1000,7500000
26,1883,1000,7500000
1,1884,1000,7500000
2,1884,1000,7500000
3,1884,1000,7500000
4,1884,1000,7500000
5,1884,1000,7500000
6,1884,1000,7500000
7,1884,1000,7500000
8,1884,1000,7500000
9,1884,1000,7500000
10,1884,1000,7500000
11,1884,1000,7500000
12,1884,1000,7500000
13,1884,1000,7500000
14,1884,1000,7500000
15,1884,1000,7500000
16,1884,1000,7500000
17,1884,1000,7500000
18,1884,1000,7500000
19,1884,1000,7500000
20,1884,1000,7500000
21,1884,1000,7500000
22,1884,1000,7500000
23,1884,1000,7500000
24,1884,1000,7500000
25,1884,1000,7500000
26,1884,1000,7500000
1,1885,1000,7500000
2,1885,1000,7500000
3,1885,1000,7500000
4,1885,1000,7500000
5,1885,1000,7500000
6,1885,1000,7500000
7,1885,1000,7500000
8,1885,1000,7500000
9,1885,1000,7500000
10,1885,1000,7500000
11,1885,1000,7500000
12,1885,1000,7500000
13,1885,1000,7500000
14,1885,1000,7500000
15,1885,1000,7500000
16,1885,1000,7500000
17,1885,1000,7500000
18,1885,1000,7500000
19,1885,1000,7500000
20,1885,1000,7500000
21,1885,1000,7500000
22,1885,1000,7500000
23,1885,1000,7500000
24,1885,1000,7500000
25,1885,1000,7500000
26,1885,1000,7500000
1,1886,1000,7500000
2,1886,1000,7500000
3,1886,1000,7500000
4,1886,1000,7500000
5,1886,1000,7500000
6,1886,1000,7500000
7,1886,1000,7500000
8,1886,1000,7500000
9,1886,1000,7500000
10,1886,1000,7500000
11,1886,1000,7500000
12,1886,1000,7500000
13,1886,1000,7500000
14,1886,1000,7500000
15,1886,1000,7500000
16,1886,1000,7500000
17,1886,1000,7500000
18,1886,1000,7500000
19,1886,1000,7500000
20,1886,1000,7500000
21,1886,1000,7500000
22,1886,1000,7500000
23,1886,1000,7500000
24,1886,1000,7500000
25,1886,1000,7500000
26,1886,1000,7500000
1,1887,1000,7500000
2,1887,1000,7500000
3,1887,1000,7500000
4,1887,1000,7500000
5,1887,1000,7500000
6,1887,1000,7500000
7,1887,1000,7500000
8,1887,1000,7500000
9,1887,1000,7500000
10,1887,1000,7500000
11,1887,1000,7500000
12,1887,1000,7500000
13,1887,1000,7500000
14,1887,1000,7500000
15,1887,1000,7500000
16,1887,1000,7500000
17,1887,1000,7500000
18,1887,1000,7500000
19,1887,1000,7500000
20,1887,1000,7500000
21,1887,1000,7500000
22,1887,1000,7500000
23,1887,1000,7500000
24,1887,1000,7500000
25,1887,1000,7500000
26,1887,1000,7500000
1,1888,1000,7500000
2,1888,1000,7500000
3,1888,1000,7500000
4,1888,1000,7500000
5,1888,1000,7500000
6,1888,1000,7500000
7,1888,1000,7500000
8,1888,1000,7500000
9,1888,1000,7500000
10,1888,1000,7500000
11,1888,1000,7500000
12,1888,1000,7500000
13,1888,1000,7500000
14,1888,1000,7500000
15,1888,1000,7500000
16,1888,1000,7500000
17,1888,1000,7500000
18,1888,1000,7500000
19,1888,1000,7500000
20,1888,1000,7500000
21,1888,1000,7500000
22,1888,1000,7500000
23,1888,1000,7500000
24,1888,1000,7500000
25,1888,1000,7500000
26,1888,1000,7500000
1,1889,1000,7500000
2,1889,1000,7500000
3,1889,1000,7500000
4,1889,1000,7500000
5,1889,1000,7500000
6,1889,1000,7500000
7,1889,1000,7500000
8,1889,1000,7500000
9,1889,1000,7500000
10,1889,1000,7500000
11,1889,1000,7500000
12,1889,1000,7500000
13,1889,1000,7500000
14,1889,1000,7500000
15,1889,1000,7500000
16,1889,1000,7500000
17,1889,1000,7500000
18,1889,1000,7500000
19,1889,1000,7500000
20,1889,1000,7500000
21,1889,1000,7500000
22,1889,1000,7500000
23,1889,1000,7500000
24,1889,1000,7500000
25,1889,1000,7500000
26,1889,1000,7500000
1,1890,1000,7500000
2,1890,1000,7500000
3,1890,1000,7500000
4,1890,1000,7500000
5,1890,1000,7500000
6,1890,1000,7500000
7,1890,1000,7500000
8,1890,1000,7500000
9,1890,1000,7500000
10,1890,1000,7500000
11,1890,1000,7500000
12,1890,1000,7500000
13,1890,1000,7500000
14,1890,1000,7500000
15,1890,1000,7500000
16,1890,1000,7500000
17,1890,1000,7500000
18,1890,1000,7500000
19,1890,1000,7500000
20,1890,1000,7500000
21,1890,1000,7500000
22,1890,1000,7500000
23,1890,1000,7500000
24,1890,1000,7500000
25,1890,1000,7500000
26,1890,1000,7500000
1,1891,1000,7500000
2,1891,1000,7500000
3,1891,1000,7500000
4,1891,1000,7500000
5,1891,1000,7500000
6,1891,1000,7500000
7,1891,1000,7500000
8,1891,1000,7500000
9,1891,1000,7500000
10,1891,1000,7500000
11,1891,1000,7500000
12,1891,1000,7500000
13,1891,1000,7500000
14,1891,1000,7500000
15,1891,1000,7500000
16,1891,1000,7500000
17,1891,1000,7500000
18,1891,1000,7500000
19,1891,1000,7500000
20,1891,1000,7500000
21,1891,1000,7500000
22,1891,1000,7500000
23,1891,1000,7500000
24,1891,1000,7500000
25,1891,1000,7500000
26,1891,1000,7500000
1,1892,1000,7500000
2,1892,1000,7500000
3,1892,1000,7500000
4,1892,1000,7500000
5,1892,1000,7500000
6,1892,1000,7500000
7,1892,1000,7500000
8,1892,1000,7500000
9,1892,1000,7500000
10,1892,1000,7500000
11,1892,1000,7500000
12,1892,1000,7500000
13,1892,1000,7500000
14,1892,1000,7500000
15,1892,1000,7500000
16,1892,1000,7500000
17,1892,1000,7500000
18,1892,1000,7500000
19,1892,1000,7500000
20,1892,1000,7500000
21,1892,1000,7500000
22,1892,1000,7500000
23,1892,1000,7500000
24,1892,1000,7500000
25,1892,1000,7500000
26,1892,1000,7500000
1,1893,1000,7500000
2,1893,1000,7500000
3,1893,1000,7500000
4,1893,1000,7500000
5,1893,1000,7500000
6,1893,1000,7500000
7,1893,1000,7500000
8,1893,1000,7500000
9,1893,1000,7500000
10,1893,1000,7500000
11,1893,1000,7500000
12,1893,1000,7500000
13,1893,1000,7500000
14,1893,1000,7500000
15,1893,1000,7500000
16,1893,1000,7500000
17,1893,1000,7500000
18,1893,1000,7500000
19,1893,1000,7500000
20,1893,1000,7500000
21,1893,1000,7500000
22,1893,1000,7500000
23,1893,1000,7500000
24,1893,1000,7500000
25,1893,1000,7500000
26,1893,1000,7500000
